ReturnID,OrderID,AccountID,Status
1997,21133,5264,REFUNDED
1998,21167,2429,IN_TRANSIT
1999,21181,205,REFUNDED
2000,21187,964,IN_TRANSIT
2001,21188,6277,REFUNDED
2002,21189,1090,REFUNDED
2003,21200,1537,REFUNDED
2004,21205,6203,RECEIVED
2005,21214,3516,REFUNDED
2006,21216,9799,REJECTED
2007,21220,6893,INITIATED
2008,21236,5939,REFUNDED
2009,21255,8393,REFUNDED
2010,21270,6993,REFUNDED
2011,21300,305,REFUNDED
2012,21303,225,REFUNDED
2013,21315,7736,RECEIVED
2014,21317,6949,RECEIVED
2015,21340,6765,IN_TRANSIT
2016,21347,3882,REFUNDED
2017,21355,1769,REFUNDED
2018,21380,5730,RECEIVED
2019,21405,3956,REFUNDED
2020,21406,2419,REFUNDED
2021,21413,8519,REFUNDED
2022,21418,7301,INITIATED
2023,21424,8053,REFUNDED
2024,21435,1662,RECEIVED
2025,21438,954,REFUNDED
2026,21440,2632,REFUNDED
2027,21444,2357,REFUNDED
2028,21446,1854,IN_TRANSIT
2029,21468,6472,REFUNDED
2030,21473,562,RECEIVED
2031,21480,7287,RECEIVED
2032,21482,147,IN_TRANSIT
2033,21503,1219,INITIATED
2034,21530,7354,REFUNDED
2035,21534,6054,REFUNDED
2036,21541,8146,REFUNDED
2037,21543,6314,RECEIVED
2038,21565,4844,REFUNDED
2039,21568,5520,RECEIVED
2040,21578,4994,IN_TRANSIT
2041,21580,3957,REFUNDED
2042,21590,4259,RECEIVED
2043,21592,8936,RECEIVED
2044,21630,9345,RECEIVED
2045,21640,6928,RECEIVED
2046,21648,6550,REFUNDED
2047,21652,5003,RECEIVED
2048,21661,9420,RECEIVED
2049,21667,7607,RECEIVED
2050,21696,56,RECEIVED
2051,21716,7828,RECEIVED
2052,21720,6793,REFUNDED
2053,21723,7995,REJECTED
2054,21736,9221,REFUNDED
2055,21740,7517,REFUNDED
2056,21753,8591,RECEIVED
2057,21754,5502,RECEIVED
2058,21757,7222,RECEIVED
2059,21774,6373,INITIATED
2060,21775,1654,REFUNDED
2061,21776,4883,RECEIVED
2062,21778,6975,REFUNDED
2063,21800,6639,INITIATED
2064,21826,7382,IN_TRANSIT
2065,21831,9868,RECEIVED
2066,21836,1514,IN_TRANSIT
2067,21839,7615,INITIATED
2068,21841,9794,REJECTED
2069,21851,3217,REJECTED
2070,21863,3098,INITIATED
2071,21874,6845,RECEIVED
2072,21880,856,REFUNDED
2073,21881,5891,REJECTED
2074,21889,808,REFUNDED
2075,21902,7797,IN_TRANSIT
2076,21907,6799,REFUNDED
2077,21916,499,REFUNDED
2078,21925,1009,REFUNDED
2079,21927,4966,RECEIVED
2080,21928,2281,IN_TRANSIT
2081,21932,4058,REFUNDED
2082,21934,4509,REFUNDED
2083,21961,4520,REFUNDED
2084,21971,1608,RECEIVED
2085,21972,8825,REFUNDED
2086,21975,8772,REFUNDED
2087,21983,5617,REFUNDED
2088,21995,2353,REFUNDED
2089,22008,1985,REFUNDED
2090,22011,7006,RECEIVED
2091,22014,9196,IN_TRANSIT
2092,22016,9530,REJECTED
2093,22037,8634,REFUNDED
2094,22088,1503,REFUNDED
2095,22091,558,REFUNDED
2096,22094,5176,REFUNDED
2097,22126,205,REFUNDED
2098,22128,9300,REFUNDED
2099,22141,2787,REFUNDED
2100,22148,1574,REFUNDED
2101,22152,7109,REFUNDED
2102,22164,3384,RECEIVED
2103,22167,4103,REFUNDED
2104,22168,2734,REFUNDED
2105,22169,4643,REFUNDED
2106,22171,9609,REFUNDED
2107,22174,1890,REFUNDED
2108,22177,4799,RECEIVED
2109,22188,4369,RECEIVED
2110,22199,5481,RECEIVED
2111,22202,1396,REFUNDED
2112,22240,7536,RECEIVED
2113,22264,4767,RECEIVED
2114,22273,8285,REFUNDED
2115,22275,6581,IN_TRANSIT
2116,22276,7234,REFUNDED
2117,22277,1444,REFUNDED
2118,22287,5342,RECEIVED
2119,22290,8854,REFUNDED
2120,22308,2741,REFUNDED
2121,22310,3646,REFUNDED
2122,22313,1750,IN_TRANSIT
2123,22329,2453,REFUNDED
2124,22335,8584,IN_TRANSIT
2125,22352,5184,RECEIVED
2126,22367,370,REFUNDED
2127,22370,2051,REFUNDED
2128,22378,9472,INITIATED
2129,22398,1844,REJECTED
2130,22418,8830,REFUNDED
2131,22422,8683,REFUNDED
2132,22429,6595,REFUNDED
2133,22465,6759,REFUNDED
2134,22477,4459,RECEIVED
2135,22481,9738,IN_TRANSIT
2136,22482,2973,REFUNDED
2137,22484,3301,IN_TRANSIT
2138,22489,7315,IN_TRANSIT
2139,22496,2147,RECEIVED
2140,22499,7016,REJECTED
2141,22502,1192,INITIATED
2142,22517,4514,RECEIVED
2143,22522,4584,REFUNDED
2144,22568,3839,IN_TRANSIT
2145,22570,3363,RECEIVED
2146,22591,6101,RECEIVED
2147,22592,1910,IN_TRANSIT
2148,22596,221,REFUNDED
2149,22615,7181,INITIATED
2150,22621,9842,INITIATED
2151,22623,5330,REFUNDED
2152,22633,4039,REFUNDED
2153,22642,5417,REFUNDED
2154,22661,4986,REFUNDED
2155,22669,1867,REFUNDED
2156,22670,4529,IN_TRANSIT
2157,22686,3246,REFUNDED
2158,22712,6113,RECEIVED
2159,22731,5391,REFUNDED
2160,22746,5888,REFUNDED
2161,22754,3501,RECEIVED
2162,22761,6025,RECEIVED
2163,22770,6771,REFUNDED
2164,22782,2801,REFUNDED
2165,22802,4541,REFUNDED
2166,22817,8761,RECEIVED
2167,22821,1304,REFUNDED
2168,22835,8647,REFUNDED
2169,22849,5464,REFUNDED
2170,22916,8319,IN_TRANSIT
2171,22917,4172,REFUNDED
2172,22924,7366,REFUNDED
2173,22925,8331,INITIATED
2174,22927,4519,REFUNDED
2175,22932,3810,REFUNDED
2176,22933,3,REFUNDED
2177,22950,2852,REJECTED
2178,22955,6794,IN_TRANSIT
2179,22958,7034,RECEIVED
2180,22994,4032,REFUNDED
2181,23001,4819,RECEIVED
2182,23021,1988,REFUNDED
2183,23028,9952,RECEIVED
2184,23032,975,REFUNDED
2185,23035,2662,IN_TRANSIT
2186,23049,8131,REFUNDED
2187,23076,3763,REFUNDED
2188,23087,7578,RECEIVED
2189,23097,1172,REFUNDED
2190,23124,3237,REFUNDED
2191,23132,3414,RECEIVED
2192,23136,3263,REFUNDED
2193,23147,9230,REFUNDED
2194,23148,7292,RECEIVED
2195,23185,2334,IN_TRANSIT
2196,23188,1621,REFUNDED
2197,23194,1491,RECEIVED
2198,23201,2121,INITIATED
2199,23220,7502,IN_TRANSIT
2200,23226,4495,REFUNDED
2201,23232,1874,RECEIVED
2202,23235,247,REFUNDED
2203,23238,2551,REFUNDED
2204,23242,6456,INITIATED
2205,23252,2985,REFUNDED
2206,23276,7347,REFUNDED
2207,23277,733,IN_TRANSIT
2208,23282,2282,REFUNDED
2209,23295,5637,REFUNDED
2210,23307,5363,IN_TRANSIT
2211,23314,661,REJECTED
2212,23320,1799,RECEIVED
2213,23327,3788,IN_TRANSIT
2214,23329,9680,REFUNDED
2215,23332,5810,REFUNDED
2216,23350,2465,RECEIVED
2217,23357,4266,REFUNDED
2218,23363,6251,IN_TRANSIT
2219,23367,4324,INITIATED
2220,23389,7515,REFUNDED
2221,23393,556,REFUNDED
2222,23400,6298,IN_TRANSIT
2223,23404,2951,REFUNDED
2224,23407,1319,IN_TRANSIT
2225,23413,2007,IN_TRANSIT
2226,23420,2016,REFUNDED
2227,23424,5243,RECEIVED
2228,23425,5743,RECEIVED
2229,23427,9189,REFUNDED
2230,23430,5108,REFUNDED
2231,23431,2306,REFUNDED
2232,23437,7195,REFUNDED
2233,23467,990,REFUNDED
2234,23477,7869,REFUNDED
2235,23484,7023,REFUNDED
2236,23494,5026,REFUNDED
2237,23499,4476,REFUNDED
2238,23528,5439,REFUNDED
2239,23537,7692,REFUNDED
2240,23540,931,REFUNDED
2241,23545,4105,REFUNDED
2242,23551,1009,RECEIVED
2243,23552,5085,REFUNDED
2244,23587,205,REFUNDED
2245,23595,2895,RECEIVED
2246,23613,2339,IN_TRANSIT
2247,23636,584,RECEIVED
2248,23638,5214,REFUNDED
2249,23653,6643,RECEIVED
2250,23658,4744,REFUNDED
2251,23673,9558,REFUNDED
2252,23682,3083,REFUNDED
2253,23694,5774,RECEIVED
2254,23724,6672,RECEIVED
2255,23728,9595,RECEIVED
2256,23736,9346,REFUNDED
2257,23740,1432,REFUNDED
2258,23756,3961,IN_TRANSIT
2259,23773,385,IN_TRANSIT
2260,23778,7725,INITIATED
2261,23785,5841,IN_TRANSIT
2262,23795,9002,REFUNDED
2263,23811,2909,RECEIVED
2264,23813,9775,REJECTED
2265,23832,1287,REFUNDED
2266,23837,8695,REFUNDED
2267,23847,2496,REFUNDED
2268,23848,6314,RECEIVED
2269,23849,1199,IN_TRANSIT
2270,23850,6439,REFUNDED
2271,23851,6293,RECEIVED
2272,23892,4085,REFUNDED
2273,23897,2275,REFUNDED
2274,23902,4695,IN_TRANSIT
2275,23920,630,REFUNDED
2276,23930,5507,RECEIVED
2277,23961,584,REJECTED
2278,23977,9970,REFUNDED
2279,23987,1163,INITIATED
2280,23999,6822,REFUNDED
2281,24009,612,IN_TRANSIT
2282,24014,1384,IN_TRANSIT
2283,24015,3905,REFUNDED
2284,24026,5598,REFUNDED
2285,24038,6746,REFUNDED
2286,24049,7547,IN_TRANSIT
2287,24050,7291,REFUNDED
2288,24052,1926,INITIATED
2289,24061,301,REFUNDED
2290,24064,1562,IN_TRANSIT
2291,24070,8202,REFUNDED
2292,24072,1180,RECEIVED
2293,24075,7939,IN_TRANSIT
2294,24086,3681,REFUNDED
2295,24091,588,RECEIVED
2296,24094,4299,IN_TRANSIT
2297,24101,6897,REFUNDED
2298,24113,2375,REFUNDED
2299,24140,5949,INITIATED
2300,24143,1129,IN_TRANSIT
2301,24150,668,REFUNDED
2302,24151,3417,REFUNDED
2303,24157,3551,IN_TRANSIT
2304,24159,258,REFUNDED
2305,24172,6782,IN_TRANSIT
2306,24173,7482,REFUNDED
2307,24176,1703,REFUNDED
2308,24177,8521,IN_TRANSIT
2309,24199,3282,IN_TRANSIT
2310,24203,7448,INITIATED
2311,24212,4646,RECEIVED
2312,24218,5778,REJECTED
2313,24225,7130,RECEIVED
2314,24234,5700,RECEIVED
2315,24248,683,REFUNDED
2316,24250,4596,REJECTED
2317,24255,7232,REFUNDED
2318,24263,8162,IN_TRANSIT
2319,24287,7741,INITIATED
2320,24292,5442,REFUNDED
2321,24309,4501,REFUNDED
2322,24325,2889,REFUNDED
2323,24332,2966,REFUNDED
2324,24345,3604,REFUNDED
2325,24351,8989,REFUNDED
2326,24353,4774,RECEIVED
2327,24357,2270,RECEIVED
2328,24367,3515,RECEIVED
2329,24377,4308,REFUNDED
2330,24382,4737,RECEIVED
2331,24388,278,REFUNDED
2332,24391,387,REJECTED
2333,24397,9444,RECEIVED
2334,24410,342,REFUNDED
2335,24440,5992,REFUNDED
2336,24444,1448,REFUNDED
2337,24451,1263,REFUNDED
2338,24456,4229,RECEIVED
2339,24473,4934,REFUNDED
2340,24477,7576,RECEIVED
2341,24497,6817,REFUNDED
2342,24503,3798,REFUNDED
2343,24518,6705,RECEIVED
2344,24521,1650,RECEIVED
2345,24523,3295,REFUNDED
2346,24547,297,RECEIVED
2347,24580,6126,REFUNDED
2348,24591,5794,RECEIVED
2349,24597,1588,REFUNDED
2350,24636,552,REFUNDED
2351,24643,6620,INITIATED
2352,24651,6082,REFUNDED
2353,24666,7762,RECEIVED
2354,24696,3525,IN_TRANSIT
2355,24705,4644,IN_TRANSIT
2356,24718,4554,REFUNDED
2357,24726,2884,RECEIVED
2358,24729,6145,REFUNDED
2359,24731,9538,IN_TRANSIT
2360,24747,1467,IN_TRANSIT
2361,24749,9369,REFUNDED
2362,24757,7363,REFUNDED
2363,24758,2719,REFUNDED
2364,24762,3146,REFUNDED
2365,24770,5485,INITIATED
2366,24775,2166,REFUNDED
2367,24785,5923,IN_TRANSIT
2368,24786,3127,REFUNDED
2369,24794,317,REFUNDED
2370,24824,1437,IN_TRANSIT
2371,24829,5113,RECEIVED
2372,24843,9174,REFUNDED
2373,24857,3162,REFUNDED
2374,24874,8109,REFUNDED
2375,24878,7020,RECEIVED
2376,24885,477,RECEIVED
2377,24891,1424,IN_TRANSIT
2378,24922,1191,INITIATED
2379,24927,240,REFUNDED
2380,24941,9374,REFUNDED
2381,24942,1923,REFUNDED
2382,24944,7381,REFUNDED
2383,24950,5305,REFUNDED
2384,24959,7171,REFUNDED
2385,24975,7715,REFUNDED
2386,24979,9650,RECEIVED
2387,24983,6000,REFUNDED
2388,24987,4949,RECEIVED
2389,24999,6220,IN_TRANSIT
2390,25001,3662,INITIATED
2391,25024,2703,INITIATED
2392,25034,7330,IN_TRANSIT
2393,25036,958,REFUNDED
2394,25048,2777,REFUNDED
2395,25051,1450,REFUNDED
2396,25059,6242,REFUNDED
2397,25083,598,REFUNDED
2398,25087,6726,INITIATED
2399,25092,4581,RECEIVED
2400,25100,6930,REFUNDED
2401,25107,3031,REFUNDED
2402,25108,2985,REFUNDED
2403,25112,8268,RECEIVED
2404,25128,9381,REFUNDED
2405,25147,3826,REFUNDED
2406,25170,6469,REFUNDED
2407,25173,3133,RECEIVED
2408,25183,2937,IN_TRANSIT
2409,25186,1138,RECEIVED
2410,25199,8023,RECEIVED
2411,25201,9966,REFUNDED
2412,25220,5571,REFUNDED
2413,25231,9444,REFUNDED
2414,25275,4153,REFUNDED
2415,25277,9244,IN_TRANSIT
2416,25284,3719,RECEIVED
2417,25292,776,RECEIVED
2418,25316,9585,RECEIVED
2419,25318,2646,REFUNDED
2420,25320,748,REFUNDED
2421,25330,5681,IN_TRANSIT
2422,25342,5775,REFUNDED
2423,25343,6549,REFUNDED
2424,25344,6761,INITIATED
2425,25347,9473,RECEIVED
2426,25362,508,REFUNDED
2427,25375,8323,INITIATED
2428,25419,8933,IN_TRANSIT
2429,25432,2169,REFUNDED
2430,25443,5565,REFUNDED
2431,25466,909,RECEIVED
2432,25476,1517,IN_TRANSIT
2433,25481,6566,REFUNDED
2434,25486,8985,REFUNDED
2435,25497,4945,RECEIVED
2436,25505,9931,RECEIVED
2437,25515,4255,REFUNDED
2438,25528,5004,REFUNDED
2439,25533,8312,REFUNDED
2440,25538,7411,REFUNDED
2441,25540,825,IN_TRANSIT
2442,25559,8886,REFUNDED
2443,25561,9735,REFUNDED
2444,25567,5073,REFUNDED
2445,25568,5064,INITIATED
2446,25576,1325,REFUNDED
2447,25609,9700,IN_TRANSIT
2448,25613,925,REFUNDED
2449,25618,8050,REFUNDED
2450,25627,1868,RECEIVED
2451,25633,9816,REFUNDED
2452,25641,934,INITIATED
2453,25642,1143,RECEIVED
2454,25653,7881,REFUNDED
2455,25663,4758,IN_TRANSIT
2456,25672,1448,REFUNDED
2457,25683,4558,RECEIVED
2458,25684,5185,REFUNDED
2459,25685,3025,IN_TRANSIT
2460,25687,5028,RECEIVED
2461,25695,6384,REFUNDED
2462,25709,4099,REFUNDED
2463,25721,5294,REFUNDED
2464,25722,5388,IN_TRANSIT
2465,25724,2763,REFUNDED
2466,25729,6239,INITIATED
2467,25732,1849,RECEIVED
2468,25745,2984,IN_TRANSIT
2469,25755,3971,IN_TRANSIT
2470,25762,4658,REFUNDED
2471,25768,5668,RECEIVED
2472,25790,4722,REFUNDED
2473,25803,1830,REFUNDED
2474,25814,1156,RECEIVED
2475,25815,5557,REFUNDED
2476,25841,9399,RECEIVED
2477,25857,9393,RECEIVED
2478,25873,6035,REFUNDED
2479,25875,4634,REFUNDED
2480,25880,3459,RECEIVED
2481,25917,9568,REFUNDED
2482,25920,8179,REFUNDED
2483,25937,7587,RECEIVED
2484,25939,8798,REFUNDED
2485,25950,8818,RECEIVED
2486,25959,7094,INITIATED
2487,25965,9988,REFUNDED
2488,25987,280,REFUNDED
2489,25993,6972,RECEIVED
2490,25996,751,REFUNDED
2491,26024,5873,RECEIVED
2492,26032,6364,REFUNDED
2493,26042,5065,RECEIVED
2494,26055,813,REJECTED
2495,26075,6067,REFUNDED
2496,26099,5048,IN_TRANSIT
2497,26101,9308,REFUNDED
2498,26111,9268,REFUNDED
2499,26114,2924,REFUNDED
2500,26118,9246,REFUNDED
2501,26127,9998,REJECTED
2502,26128,7871,REFUNDED
2503,26135,1666,REFUNDED
2504,26152,290,IN_TRANSIT
2505,26157,2566,REFUNDED
2506,26201,7875,IN_TRANSIT
2507,26217,1365,REFUNDED
2508,26225,8901,REFUNDED
2509,26235,3380,REFUNDED
2510,26239,1987,RECEIVED
2511,26240,3778,REFUNDED
2512,26251,2294,RECEIVED
2513,26256,5290,REFUNDED
2514,26261,3656,REFUNDED
2515,26264,5489,RECEIVED
2516,26266,8455,RECEIVED
2517,26281,4270,REFUNDED
2518,26282,208,IN_TRANSIT
2519,26284,677,IN_TRANSIT
2520,26286,3608,REFUNDED
2521,26297,1539,REFUNDED
2522,26315,3241,REJECTED
2523,26321,5476,RECEIVED
2524,26322,8494,INITIATED
2525,26326,6260,REFUNDED
2526,26362,6960,REFUNDED
2527,26363,3218,INITIATED
2528,26380,2963,RECEIVED
2529,26391,4447,RECEIVED
2530,26393,1135,REFUNDED
2531,26427,6298,RECEIVED
2532,26434,9025,RECEIVED
2533,26444,5450,RECEIVED
2534,26445,6197,INITIATED
2535,26453,1300,REFUNDED
2536,26472,2144,RECEIVED
2537,26474,7993,REFUNDED
2538,26476,8740,REFUNDED
2539,26484,7231,INITIATED
2540,26489,2715,RECEIVED
2541,26495,2765,RECEIVED
2542,26504,161,REFUNDED
2543,26507,4806,REFUNDED
2544,26508,971,REFUNDED
2545,26509,8069,RECEIVED
2546,26511,8129,INITIATED
2547,26515,6710,INITIATED
2548,26531,3284,IN_TRANSIT
2549,26540,9917,REFUNDED
2550,26546,4761,RECEIVED
2551,26554,8336,RECEIVED
2552,26561,1707,INITIATED
2553,26582,7247,REFUNDED
2554,26584,967,RECEIVED
2555,26586,6920,REFUNDED
2556,26621,7642,RECEIVED
2557,26633,8138,INITIATED
2558,26653,2929,REFUNDED
2559,26668,2808,IN_TRANSIT
2560,26674,1909,REFUNDED
2561,26690,743,REFUNDED
2562,26704,9207,REFUNDED
2563,26707,2263,RECEIVED
2564,26709,5966,REFUNDED
2565,26721,532,RECEIVED
2566,26740,4759,REFUNDED
2567,26746,8824,RECEIVED
2568,26751,4490,REFUNDED
2569,26756,2640,RECEIVED
2570,26783,5075,REFUNDED
2571,26792,2415,IN_TRANSIT
2572,26793,1835,REFUNDED
2573,26816,4748,INITIATED
2574,26819,1966,IN_TRANSIT
2575,26836,6170,IN_TRANSIT
2576,26862,2738,REFUNDED
2577,26867,5028,RECEIVED
2578,26881,9608,REJECTED
2579,26900,2794,IN_TRANSIT
2580,26902,6834,REFUNDED
2581,26905,9479,REFUNDED
2582,26922,2939,RECEIVED
2583,26929,397,REFUNDED
2584,26940,2930,IN_TRANSIT
2585,26944,2713,INITIATED
2586,26966,7193,REFUNDED
2587,26968,4982,INITIATED
2588,26974,7694,IN_TRANSIT
2589,26976,5208,IN_TRANSIT
2590,27012,9395,REFUNDED
2591,27016,3644,RECEIVED
2592,27017,9050,RECEIVED
2593,27022,3114,IN_TRANSIT
2594,27024,2006,REFUNDED
2595,27026,102,REFUNDED
2596,27093,7459,REFUNDED
2597,27097,9002,IN_TRANSIT
2598,27104,6889,RECEIVED
2599,27107,1394,RECEIVED
2600,27113,9003,REFUNDED
2601,27119,6725,INITIATED
2602,27130,4271,REFUNDED
2603,27150,8989,REFUNDED
2604,27157,3133,REFUNDED
2605,27167,9914,REFUNDED
2606,27175,9082,REFUNDED
2607,27177,7254,RECEIVED
2608,27178,7604,INITIATED
2609,27187,1982,REFUNDED
2610,27188,3939,REFUNDED
2611,27190,4432,IN_TRANSIT
2612,27191,6994,REFUNDED
2613,27218,5331,REFUNDED
2614,27222,8732,REFUNDED
2615,27232,4786,IN_TRANSIT
2616,27241,3826,RECEIVED
2617,27251,235,REFUNDED
2618,27274,7858,RECEIVED
2619,27275,9515,REFUNDED
2620,27291,4985,RECEIVED
2621,27303,5302,REJECTED
2622,27305,4247,REFUNDED
2623,27314,448,RECEIVED
2624,27365,6509,REFUNDED
2625,27369,8268,IN_TRANSIT
2626,27388,1943,REFUNDED
2627,27411,4398,IN_TRANSIT
2628,27430,6081,REFUNDED
2629,27433,3423,REFUNDED
2630,27434,8937,REJECTED
2631,27435,4322,REFUNDED
2632,27444,4467,REFUNDED
2633,27472,6444,REFUNDED
2634,27475,6724,RECEIVED
2635,27493,499,INITIATED
2636,27495,1000,IN_TRANSIT
2637,27509,6036,REFUNDED
2638,27523,1679,IN_TRANSIT
2639,27526,7509,REFUNDED
2640,27532,9572,REFUNDED
2641,27571,6611,REFUNDED
2642,27585,1800,RECEIVED
2643,27592,1405,REFUNDED
2644,27617,5703,IN_TRANSIT
2645,27624,3092,REFUNDED
2646,27632,1892,IN_TRANSIT
2647,27634,7032,REFUNDED
2648,27637,4537,REFUNDED
2649,27655,5850,RECEIVED
2650,27660,4929,REFUNDED
2651,27667,7483,IN_TRANSIT
2652,27685,2975,REFUNDED
2653,27704,46,REFUNDED
2654,27715,8123,REFUNDED
2655,27734,7654,RECEIVED
2656,27740,5942,REFUNDED
2657,27753,7865,REFUNDED
2658,27757,9625,REFUNDED
2659,27760,1525,REFUNDED
2660,27767,643,RECEIVED
2661,27768,9517,RECEIVED
2662,27773,7373,REJECTED
2663,27778,1230,REFUNDED
2664,27799,9801,RECEIVED
2665,27809,9399,INITIATED
2666,27810,1138,INITIATED
2667,27811,5721,REFUNDED
2668,27822,1029,REFUNDED
2669,27835,8977,RECEIVED
2670,27838,9536,IN_TRANSIT
2671,27849,951,REFUNDED
2672,27864,7567,REFUNDED
2673,27865,6861,REFUNDED
2674,27867,1855,RECEIVED
2675,27871,9156,REFUNDED
2676,27877,7141,REFUNDED
2677,27885,302,REFUNDED
2678,27908,2596,REFUNDED
2679,27909,572,IN_TRANSIT
2680,27917,758,REFUNDED
2681,27930,8652,REFUNDED
2682,27961,9597,REFUNDED
2683,27965,1603,REFUNDED
2684,28008,8576,RECEIVED
2685,28014,5207,REFUNDED
2686,28032,1419,INITIATED
2687,28042,3575,IN_TRANSIT
2688,28062,5157,RECEIVED
2689,28078,8284,REFUNDED
2690,28083,4683,IN_TRANSIT
2691,28086,6477,INITIATED
2692,28097,3216,REFUNDED
2693,28108,3297,REFUNDED
2694,28122,741,RECEIVED
2695,28125,5222,REFUNDED
2696,28132,1798,REFUNDED
2697,28145,2041,REFUNDED
2698,28155,8709,INITIATED
2699,28156,6820,REFUNDED
2700,28162,7990,RECEIVED
2701,28165,5821,REFUNDED
2702,28170,1189,REFUNDED
2703,28174,1621,INITIATED
2704,28175,1625,RECEIVED
2705,28211,8437,IN_TRANSIT
2706,28218,9733,RECEIVED
2707,28249,7940,RECEIVED
2708,28295,7582,REFUNDED
2709,28296,2283,REFUNDED
2710,28300,5654,RECEIVED
2711,28301,6606,REFUNDED
2712,28302,4327,RECEIVED
2713,28309,2343,REFUNDED
2714,28320,5851,IN_TRANSIT
2715,28332,2015,REFUNDED
2716,28346,6593,INITIATED
2717,28359,5772,RECEIVED
2718,28373,5194,RECEIVED
2719,28381,7642,REFUNDED
2720,28403,6618,INITIATED
2721,28407,1026,REFUNDED
2722,28412,235,REFUNDED
2723,28424,2407,REJECTED
2724,28432,7590,INITIATED
2725,28452,1352,RECEIVED
2726,28460,8136,REFUNDED
2727,28487,980,REFUNDED
2728,28490,9596,REFUNDED
2729,28491,6400,REFUNDED
2730,28503,149,REFUNDED
2731,28506,4545,REFUNDED
2732,28518,3991,REFUNDED
2733,28524,1961,RECEIVED
2734,28526,9361,RECEIVED
2735,28529,1775,IN_TRANSIT
2736,28559,9557,REFUNDED
2737,28584,1039,REJECTED
2738,28586,6053,RECEIVED
2739,28592,885,REJECTED
2740,28594,5825,IN_TRANSIT
2741,28600,4605,REFUNDED
2742,28615,3336,REFUNDED
2743,28627,2742,REFUNDED
2744,28652,8996,RECEIVED
2745,28653,1748,REJECTED
2746,28656,1929,REFUNDED
2747,28675,9351,RECEIVED
2748,28680,4503,IN_TRANSIT
2749,28694,2429,RECEIVED
2750,28705,669,REFUNDED
2751,28716,9907,REFUNDED
2752,28721,746,REFUNDED
2753,28722,4415,IN_TRANSIT
2754,28726,7254,INITIATED
2755,28736,1433,REFUNDED
2756,28740,8779,RECEIVED
2757,28758,6052,REFUNDED
2758,28759,630,REFUNDED
2759,28769,4391,REFUNDED
2760,28772,3619,REFUNDED
2761,28775,2657,REFUNDED
2762,28779,5021,RECEIVED
2763,28783,2272,REFUNDED
2764,28791,2754,IN_TRANSIT
2765,28793,9896,IN_TRANSIT
2766,28844,2343,REFUNDED
2767,28845,5452,REFUNDED
2768,28856,5101,IN_TRANSIT
2769,28862,9067,REFUNDED
2770,28867,8895,IN_TRANSIT
2771,28868,7222,REFUNDED
2772,28918,5021,INITIATED
2773,28919,9786,REFUNDED
2774,28927,3476,REFUNDED
2775,28932,4227,REFUNDED
2776,28944,9639,IN_TRANSIT
2777,28955,6428,IN_TRANSIT
2778,28959,3411,REJECTED
2779,28962,168,REFUNDED
2780,28989,8538,REFUNDED
2781,28991,3051,REFUNDED
2782,29008,6483,RECEIVED
2783,29013,9302,IN_TRANSIT
2784,29014,1858,IN_TRANSIT
2785,29031,6482,REFUNDED
2786,29040,1148,REFUNDED
2787,29043,2789,REFUNDED
2788,29047,1184,REFUNDED
2789,29080,2146,REFUNDED
2790,29082,964,REFUNDED
2791,29091,5816,RECEIVED
2792,29097,6533,REFUNDED
2793,29101,7276,IN_TRANSIT
2794,29104,2726,RECEIVED
2795,29122,4657,REFUNDED
2796,29149,6702,RECEIVED
2797,29169,1058,REFUNDED
2798,29174,1877,REFUNDED
2799,29179,9835,REFUNDED
2800,29181,7557,INITIATED
2801,29184,7270,REFUNDED
2802,29195,5629,REFUNDED
2803,29232,1112,INITIATED
2804,29236,76,REFUNDED
2805,29266,931,REFUNDED
2806,29294,4991,REFUNDED
2807,29295,4449,REFUNDED
2808,29296,916,REFUNDED
2809,29297,3532,REFUNDED
2810,29300,2075,REFUNDED
2811,29304,3845,REFUNDED
2812,29360,1272,REFUNDED
2813,29362,2121,REFUNDED
2814,29370,1950,INITIATED
2815,29372,9607,REFUNDED
2816,29384,9895,REFUNDED
2817,29392,1004,INITIATED
2818,29402,4682,RECEIVED
2819,29424,955,RECEIVED
2820,29429,1519,INITIATED
2821,29445,7460,REFUNDED
2822,29473,4496,REJECTED
2823,29475,4243,INITIATED
2824,29491,6620,IN_TRANSIT
2825,29512,7852,RECEIVED
2826,29523,3203,RECEIVED
2827,29557,2613,REFUNDED
2828,29572,1360,RECEIVED
2829,29573,5078,IN_TRANSIT
2830,29581,4487,REFUNDED
2831,29582,794,REFUNDED
2832,29583,5773,REFUNDED
2833,29586,6677,REFUNDED
2834,29588,6995,RECEIVED
2835,29602,5693,RECEIVED
2836,29622,1309,RECEIVED
2837,29625,335,REFUNDED
2838,29631,2957,REFUNDED
2839,29653,6360,REFUNDED
2840,29655,6556,REJECTED
2841,29656,2120,IN_TRANSIT
2842,29680,1146,REFUNDED
2843,29683,4713,REFUNDED
2844,29690,1755,REFUNDED
2845,29703,8358,REFUNDED
2846,29704,9465,REFUNDED
2847,29733,2331,RECEIVED
2848,29755,3029,REFUNDED
2849,29766,6782,IN_TRANSIT
2850,29773,8167,INITIATED
2851,29803,1955,REFUNDED
2852,29808,73,REFUNDED
2853,29814,6188,RECEIVED
2854,29819,6972,REFUNDED
2855,29824,1072,REFUNDED
2856,29864,859,REFUNDED
2857,29877,4351,RECEIVED
2858,29884,7277,IN_TRANSIT
