ReturnItemID,ReturnID,OrderItemID,Quantity,RefundAmount
2267,1614,32999,1,21.29
2268,1615,33003,3,155.04
2269,1616,33016,1,400.10
2270,1617,33036,1,23.32
2271,1617,33033,1,20.98
2272,1617,33035,3,41.40
2273,1618,33037,1,21.15
2274,1618,33038,1,959.96
2275,1619,33044,1,61.80
2276,1620,33083,2,70.90
2277,1621,33093,1,610.92
2278,1622,33120,1,489.42
2279,1623,33154,1,75.11
2280,1624,33216,1,10.52
2281,1625,33221,1,77.26
2282,1626,33226,1,117.12
2283,1627,33259,1,478.83
2284,1627,33260,1,585.55
2285,1628,33275,1,568.54
2286,1628,33276,1,1247.74
2287,1629,33300,1,80.06
2288,1629,33299,1,41.06
2289,1630,33315,1,10.00
2290,1631,33326,1,20.28
2291,1632,33336,1,1167.90
2292,1633,33341,1,208.46
2293,1634,33348,2,83.02
2294,1634,33347,1,86.73
2295,1635,33380,1,48.56
2296,1635,33379,1,139.63
2297,1636,33401,1,15.22
2298,1636,33402,1,59.66
2299,1637,33421,1,34.02
2300,1638,33438,1,445.27
2301,1639,33511,1,10.18
2302,1640,33514,1,200.09
2303,1641,33541,1,998.08
2304,1642,33573,1,378.16
2305,1643,33593,1,10.18
2306,1644,33602,1,804.18
2307,1645,33640,2,115.28
2308,1646,33659,1,1772.19
2309,1646,33658,1,105.02
2310,1647,33693,1,404.13
2311,1648,33698,1,600.64
2312,1649,33716,1,20.57
2313,1649,33717,1,38.81
2314,1650,33735,1,49.46
2315,1650,33734,1,1393.36
2316,1651,33737,1,784.59
2317,1651,33738,1,79.78
2318,1652,33765,1,77.26
2319,1653,33777,1,1175.17
2320,1654,33816,1,15.97
2321,1655,33851,1,1336.20
2322,1656,33856,1,80.98
2323,1657,33858,1,566.56
2324,1658,33874,2,68.80
2325,1658,33873,1,45.89
2326,1659,33923,1,33.74
2327,1659,33922,1,39.08
2328,1659,33920,1,20.29
2329,1659,33924,1,409.24
2330,1660,33951,1,308.48
2331,1660,33952,2,382.30
2332,1661,33965,1,599.98
2333,1661,33961,1,75.11
2334,1662,33977,2,103.52
2335,1663,33998,2,1970.66
2336,1663,34001,1,57.28
2337,1664,34004,1,879.16
2338,1664,34005,2,26.10
2339,1665,34013,1,568.54
2340,1666,34017,1,1008.83
2341,1667,34054,1,358.20
2342,1668,34061,1,83.17
2343,1669,34071,2,97.12
2344,1670,34074,1,32.32
2345,1671,34097,1,2041.88
2346,1672,34099,2,164.30
2347,1673,34103,1,617.98
2348,1674,34111,1,31.46
2349,1675,34128,1,107.55
2350,1676,34139,1,1640.96
2351,1677,34179,1,101.75
2352,1678,34240,1,699.90
2353,1678,34239,1,667.33
2354,1679,34280,1,11.11
2355,1680,34295,1,40.00
2356,1681,34301,1,556.36
2357,1681,34300,1,20.57
2358,1682,34305,1,854.06
2359,1682,34304,1,59.29
2360,1683,34343,1,293.93
2361,1684,34351,1,39.79
2362,1685,34375,1,59.29
2363,1686,34386,1,1267.63
2364,1687,34411,1,1434.20
2365,1688,34436,4,82.28
2366,1688,34437,1,19.75
2367,1689,34463,1,29.52
2368,1689,34464,2,124.32
2369,1690,34473,2,112.36
2370,1691,34479,1,149.94
2371,1691,34481,1,69.12
2372,1692,34484,1,52.30
2373,1692,34482,1,22.42
2374,1693,34503,3,354.96
2375,1693,34504,1,15.41
2376,1694,34537,1,1905.47
2377,1694,34535,1,546.88
2378,1695,34600,1,11.96
2379,1696,34617,1,793.23
2380,1697,34654,1,102.88
2381,1698,34666,1,36.20
2382,1699,34791,1,79.89
2383,1700,34826,1,92.19
2384,1701,34829,1,67.22
2385,1702,34845,1,80.06
2386,1703,34848,1,104.03
2387,1704,34859,1,23.33
2388,1705,34870,1,62.19
2389,1706,34871,1,28.05
2390,1707,34916,1,133.23
2391,1707,34915,1,49.74
2392,1708,34966,1,914.81
2393,1708,34965,1,639.60
2394,1709,34975,1,57.59
2395,1709,34976,1,30.83
2396,1710,35010,1,833.75
2397,1711,35024,3,186.48
2398,1712,35054,1,212.25
2399,1713,35077,1,157.26
2400,1714,35092,1,1064.18
2401,1715,35126,1,196.53
2402,1716,35128,1,67.14
2403,1717,35142,1,77.26
2404,1718,35194,1,11.29
2405,1718,35193,1,53.63
2406,1719,35233,1,120.10
2407,1720,35329,1,31.23
2408,1720,35328,1,82.15
2409,1721,35340,1,27.08
2410,1722,35374,1,19.75
2411,1722,35375,2,1586.84
2412,1723,35399,1,60.54
2413,1724,35416,1,99.34
2414,1725,35429,1,45.31
2415,1726,35433,1,84.60
2416,1726,35434,1,113.78
2417,1726,35435,2,160.12
2418,1727,35446,1,58.91
2419,1728,35515,1,1081.98
2420,1728,35513,1,1014.31
2421,1728,35514,1,1376.70
2422,1729,35533,2,152.28
2423,1730,35580,1,264.14
2424,1731,35590,1,114.18
2425,1732,35595,1,38.81
2426,1733,35605,1,82.15
2427,1734,35649,1,1905.47
2428,1735,35694,1,10.52
2429,1735,35693,2,33.64
2430,1736,35709,1,418.78
2431,1737,35733,2,235.28
2432,1738,35765,1,854.06
2433,1739,35777,1,82.15
2434,1739,35776,1,23.91
2435,1740,35787,1,1618.23
2436,1740,35785,2,420.88
2437,1741,35824,1,15.76
2438,1742,35833,1,20.20
2439,1743,35857,1,77.43
2440,1744,35883,1,25.21
2441,1745,35886,1,105.26
2442,1746,35897,1,914.81
2443,1747,35899,1,14.61
2444,1748,35906,1,137.25
2445,1749,35912,1,51.76
2446,1749,35911,1,50.42
2447,1750,35922,1,20.57
2448,1751,35927,1,95.62
2449,1752,35936,1,46.60
2450,1752,35934,1,66.91
2451,1752,35935,2,202.42
2452,1753,35961,1,71.33
2453,1754,35990,1,1729.59
2454,1754,35991,1,15.97
2455,1754,35989,1,58.08
2456,1755,36014,3,2831.70
2457,1756,36031,1,57.59
2458,1756,36032,1,45.95
2459,1757,36053,1,53.90
2460,1758,36055,1,62.16
2461,1758,36054,1,10.56
2462,1759,36077,1,78.94
2463,1759,36079,1,75.11
2464,1760,36108,1,24.32
2465,1761,36111,1,85.33
2466,1761,36110,2,1389.28
2467,1762,36121,1,305.42
2468,1763,36206,1,101.75
2469,1763,36208,1,1234.28
2470,1764,36209,1,57.28
2471,1764,36210,1,114.78
2472,1765,36243,1,110.60
2473,1765,36241,2,23.92
2474,1765,36242,1,1247.74
2475,1766,36251,1,23.32
2476,1766,36252,1,23.79
2477,1767,36276,2,42.26
2478,1768,36307,1,82.15
2479,1769,36337,1,70.40
2480,1770,36372,1,568.54
2481,1771,36376,1,404.31
2482,1772,36407,1,123.45
2483,1773,36423,1,50.42
2484,1773,36424,1,24.92
2485,1774,36451,1,2337.12
2486,1774,36452,1,613.18
2487,1775,36471,1,22.88
2488,1775,36470,1,45.95
2489,1776,36522,1,28.51
2490,1777,36527,1,1416.68
2491,1778,36553,1,322.68
2492,1779,36555,1,45.89
2493,1780,36640,1,23.74
2494,1781,36648,1,77.26
2495,1782,36679,1,10.00
2496,1783,36680,1,25.21
2497,1784,36693,1,56.18
2498,1785,36701,2,142.66
2499,1786,36719,1,897.70
2500,1787,36721,1,1568.44
2501,1788,36724,1,693.87
2502,1789,36727,1,74.46
2503,1790,36731,1,303.02
2504,1791,36740,2,41.64
2505,1792,36801,1,1166.38
2506,1792,36798,1,573.86
2507,1793,36802,2,270.78
2508,1794,36815,2,1704.94
2509,1795,36823,1,20.20
2510,1796,36867,1,11.96
2511,1797,36892,1,208.28
2512,1797,36891,1,82.15
2513,1798,36910,1,2378.49
2514,1799,36924,1,20.28
2515,1800,36953,1,1008.83
2516,1801,36989,1,10.00
2517,1802,37050,1,21.13
2518,1803,37073,1,63.87
2519,1803,37074,1,1723.48
2520,1804,37101,1,1424.86
2521,1804,37102,1,1401.94
2522,1805,37153,1,22.88
2523,1806,37164,1,20.98
2524,1806,37162,2,803.28
2525,1806,37163,1,58.91
2526,1807,37175,1,38.54
2527,1808,37179,1,56.18
2528,1809,37186,1,18.97
2529,1809,37188,1,17.60
2530,1810,37201,1,10.52
2531,1811,37212,2,1591.36
2532,1812,37215,1,30.00
2533,1813,37219,1,400.15
2534,1814,37222,1,561.11
2535,1815,37241,3,128.88
2536,1816,37246,1,306.49
2537,1817,37278,1,1587.17
2538,1817,37279,1,127.53
2539,1817,37280,1,709.84
2540,1817,37276,1,51.55
2541,1818,37295,1,38.81
2542,1818,37294,1,870.91
2543,1819,37327,1,97.10
2544,1820,37359,1,676.12
2545,1821,37375,2,1120.14
2546,1822,37379,1,22.46
2547,1823,37387,1,28.82
2548,1823,37388,1,78.94
2549,1824,37390,1,1234.28
2550,1824,37389,1,49.74
2551,1824,37391,2,62.00
2552,1824,37394,1,25.39
2553,1825,37428,1,115.70
2554,1825,37426,1,11.96
2555,1825,37427,1,321.67
2556,1826,37468,1,80.19
2557,1826,37469,1,208.28
2558,1827,37477,2,202.16
2559,1828,37517,1,959.96
2560,1829,37537,1,10.18
2561,1830,37557,1,77.43
2562,1831,37561,2,393.06
2563,1832,37579,1,20.57
2564,1833,37607,1,1134.04
2565,1833,37605,1,147.87
2566,1833,37606,1,21.29
2567,1834,37627,1,1434.20
2568,1835,37664,1,957.19
2569,1835,37665,1,1977.06
2570,1836,37672,1,33.74
2571,1836,37671,2,68.04
2572,1837,37686,1,114.78
2573,1837,37688,1,457.46
2574,1837,37687,3,1532.43
2575,1838,37741,2,783.52
2576,1838,37740,1,2199.19
2577,1839,37748,1,71.76
2578,1840,37814,1,478.83
2579,1841,37859,1,12.93
2580,1842,37869,1,364.10
2581,1842,37871,1,94.37
2582,1843,37884,1,20.32
2583,1844,37893,1,49.74
2584,1844,37897,1,450.35
2585,1845,37925,1,87.62
2586,1845,37923,1,10.52
2587,1846,37935,1,70.40
2588,1847,37942,1,103.38
2589,1847,37943,1,104.39
2590,1848,37957,2,1043.28
2591,1848,37955,2,1848.48
2592,1848,37958,1,44.06
2593,1848,37959,1,115.12
2594,1849,37964,1,94.37
2595,1849,37963,1,114.82
2596,1850,38001,1,248.10
2597,1851,38052,1,33.06
2598,1851,38053,2,152.90
2599,1851,38051,1,838.84
2600,1852,38058,1,83.17
2601,1853,38091,1,216.53
2602,1854,38115,1,124.34
2603,1855,38121,1,89.87
2604,1855,38120,1,1333.44
2605,1856,38135,1,208.28
2606,1856,38137,1,871.05
2607,1856,38136,1,942.08
2608,1857,38159,1,20.29
2609,1858,38162,4,384.96
2610,1858,38163,1,541.12
2611,1859,38176,1,20.29
2612,1860,38203,1,202.88
2613,1861,38209,1,46.74
2614,1862,38214,1,119.05
2615,1863,38295,1,85.33
2616,1864,38303,1,30.83
2617,1865,38308,1,594.03
2618,1865,38309,1,50.42
2619,1865,38310,1,14.17
2620,1866,38311,1,833.75
2621,1866,38312,1,11.22
2622,1867,38321,1,147.87
2623,1867,38316,1,19.08
2624,1868,38364,1,10.01
2625,1868,38363,1,1983.12
2626,1869,38374,1,101.11
2627,1870,38394,1,1524.32
2628,1871,38407,1,30.41
2629,1872,38466,1,57.28
2630,1872,38469,1,147.87
2631,1873,38474,1,84.35
2632,1873,38473,1,67.14
2633,1874,38484,1,35.30
2634,1875,38494,1,11.96
2635,1875,38495,1,107.55
2636,1875,38493,1,51.55
2637,1876,38499,1,214.09
2638,1877,38524,1,881.71
2639,1878,38612,2,34.62
2640,1879,38627,1,1356.86
2641,1879,38623,1,55.34
2642,1879,38626,1,34.02
2643,1880,38629,1,12.93
2644,1881,38643,1,330.72
2645,1882,38663,1,97.10
2646,1883,38689,1,15.35
2647,1883,38690,1,20.57
2648,1884,38693,1,21.75
2649,1885,38736,1,48.56
2650,1886,38756,1,1401.94
2651,1887,38773,1,74.65
2652,1888,38779,1,29.99
2653,1888,38777,2,314.52
2654,1888,38778,1,51.55
2655,1889,38783,1,474.06
2656,1890,38788,1,251.95
2657,1890,38787,1,11.96
2658,1891,38835,1,1905.47
2659,1891,38834,1,25.80
2660,1892,38867,1,879.16
2661,1892,38868,1,37.74
2662,1892,38866,1,118.32
2663,1893,38871,2,33.74
2664,1894,38879,2,503.90
2665,1895,38901,1,1551.31
2666,1896,38912,1,71.76
2667,1897,38932,1,25.21
2668,1898,38962,1,89.29
2669,1898,38963,2,823.28
2670,1899,39039,1,26.63
2671,1900,39046,1,112.00
2672,1901,39059,1,49.74
2673,1902,39064,1,714.22
2674,1903,39066,1,2378.57
2675,1904,39095,1,600.64
2676,1905,39113,2,170.66
2677,1906,39115,1,53.90
2678,1907,39218,2,589.80
2679,1908,39239,1,21.13
2680,1909,39273,1,424.13
2681,1910,39302,1,120.10
2682,1911,39331,2,198.68
2683,1912,39334,1,873.98
2684,1913,39341,1,34.02
2685,1913,39340,1,51.76
2686,1914,39350,1,51.55
2687,1914,39352,1,1014.31
2688,1915,39385,1,1490.92
2689,1916,39396,2,210.04
2690,1917,39404,1,20.49
2691,1918,39406,2,154.86
2692,1918,39407,1,69.12
2693,1919,39438,2,420.88
2694,1920,39441,1,319.38
2695,1921,39447,1,611.82
2696,1922,39474,1,31.99
2697,1922,39471,1,793.42
2698,1922,39470,1,30.83
2699,1922,39473,1,25.39
2700,1923,39489,1,55.50
2701,1924,39538,1,1424.86
2702,1924,39537,3,46.86
2703,1925,39540,1,114.18
2704,1926,39566,1,99.34
2705,1927,39595,1,28.82
2706,1928,39618,1,2136.07
2707,1928,39619,1,18.32
2708,1929,39632,3,160.89
2709,1930,39639,1,824.97
2710,1931,39650,1,55.34
2711,1932,39654,2,3810.94
2712,1933,39657,1,35.30
2713,1934,39661,3,1918.80
2714,1934,39659,1,174.18
2715,1935,39680,1,20.04
2716,1935,39679,1,642.92
2717,1936,39692,1,16.82
2718,1936,39693,1,479.87
2719,1937,39698,1,10.18
2720,1938,39717,1,551.25
2721,1939,39760,1,1459.14
2722,1940,39768,1,50.19
2723,1941,39783,1,1263.11
2724,1942,39811,1,67.59
2725,1943,39819,1,948.64
2726,1944,39874,1,17.43
2727,1944,39875,2,40.58
2728,1945,39900,3,62.94
2729,1946,39918,2,156.66
2730,1947,39933,1,38.81
2731,1947,39932,1,15.35
2732,1947,39934,1,2041.88
2733,1948,39953,1,67.59
2734,1948,39954,1,100.00
2735,1949,39971,1,593.50
2736,1950,39993,1,1587.17
2737,1951,40040,1,21.43
2738,1952,40051,1,117.12
2739,1953,40133,1,157.26
2740,1954,40182,1,31.46
2741,1955,40213,1,115.80
2742,1956,40215,1,27.08
2743,1957,40266,1,49.74
2744,1958,40275,1,122.06
2745,1958,40276,1,33.74
2746,1958,40274,1,62.16
2747,1959,40298,1,1403.10
2748,1960,40339,1,17.04
2749,1960,40342,1,1113.77
2750,1960,40340,1,15.41
2751,1961,40356,1,1081.98
2752,1962,40394,2,55.52
2753,1962,40393,2,1043.28
2754,1963,40396,1,20.29
2755,1964,40452,1,45.89
2756,1965,40512,1,20.98
2757,1965,40511,1,93.15
2758,1966,40636,1,62.56
2759,1966,40634,1,80.06
2760,1967,40700,3,236.82
2761,1968,40743,1,30.37
2762,1969,40760,1,1434.20
2763,1970,40785,1,45.89
2764,1971,40826,1,76.35
2765,1972,40842,1,43.24
2766,1973,40856,1,10.18
2767,1974,40871,1,31.46
2768,1975,40887,1,104.39
2769,1975,40886,1,22.36
2770,1976,40918,1,326.36
2771,1976,40919,1,56.76
2772,1977,40925,1,87.62
2773,1977,40924,1,528.39
2774,1978,40933,1,56.18
2775,1978,40934,2,40.58
2776,1978,40932,1,2378.57
2777,1979,40953,1,959.74
2778,1979,40952,1,154.61
2779,1980,40984,1,1596.53
2780,1981,41021,1,18.09
2781,1982,41022,1,20.82
2782,1983,41038,1,303.02
2783,1984,41040,1,963.60
2784,1985,41050,1,40.00
2785,1985,41048,1,79.89
2786,1986,41054,1,25.80
2787,1987,41062,3,341.34
2788,1987,41059,2,42.26
2789,1988,41097,1,17.43
2790,1989,41108,1,34.46
2791,1990,41139,1,356.02
2792,1990,41138,1,67.59
2793,1991,41159,1,1206.06
2794,1991,41160,1,465.17
2795,1992,41167,1,27.08
2796,1993,41183,1,65.80
2797,1994,41220,3,50.46
2798,1995,41232,1,105.40
2799,1996,41241,1,89.29
2800,1997,41247,1,18.18
2801,1997,41248,1,51.55
2802,1998,41299,1,49.74
2803,1998,41301,1,50.42
2804,1999,41324,1,90.28
2805,2000,41335,1,78.33
2806,2000,41334,1,51.55
2807,2001,41337,1,45.95
2808,2002,41338,2,1732.12
2809,2003,41357,1,206.46
2810,2003,41358,3,2914.14
2811,2004,41366,2,3570.02
2812,2005,41378,1,1422.82
2813,2005,41379,1,82.15
2814,2006,41381,1,144.34
2815,2007,41390,3,121.47
2816,2007,41388,1,27.52
2817,2008,41416,1,33.58
2818,2009,41457,1,57.64
2819,2009,41458,1,41.91
2820,2009,41459,1,417.70
2821,2010,41486,1,59.29
2822,2011,41547,1,101.21
2823,2012,41554,1,48.56
2824,2013,41571,1,85.25
2825,2014,41575,1,971.38
2826,2014,41574,1,101.21
2827,2015,41613,1,568.00
2828,2016,41627,1,1409.39
2829,2017,41642,2,42.26
2830,2018,41693,3,267.87
2831,2018,41692,1,490.10
2832,2019,41740,2,1147.72
2833,2019,41739,1,664.09
2834,2020,41744,2,1334.66
2835,2021,41753,1,23.91
2836,2021,41752,1,23.91
2837,2021,41754,1,20.20
2838,2022,41766,1,94.37
2839,2023,41780,1,10.01
2840,2024,41802,4,248.76
2841,2025,41808,1,41.07
2842,2026,41812,2,107.26
2843,2027,41823,1,140.31
2844,2027,41825,1,80.98
2845,2028,41829,1,51.55
2846,2029,41874,2,26.68
2847,2030,41884,2,1671.82
2848,2031,41893,1,38.81
2849,2032,41895,1,1357.09
2850,2032,41896,2,202.42
2851,2033,41946,1,1007.18
2852,2034,42006,2,221.26
2853,2034,42005,1,102.88
2854,2034,42007,1,27.08
2855,2035,42013,3,60.60
2856,2035,42012,1,16.82
2857,2035,42014,1,550.27
2858,2036,42024,1,56.76
2859,2037,42028,1,21.29
2860,2038,42072,1,20.09
2861,2039,42076,1,27.08
2862,2040,42097,1,35.30
2863,2041,42100,1,117.12
2864,2041,42101,2,525.68
2865,2042,42120,2,113.66
2866,2042,42121,1,15.41
2867,2043,42125,1,11.22
2868,2044,42195,1,65.80
2869,2045,42213,2,178.58
2870,2046,42226,3,186.48
2871,2047,42233,1,31.99
2872,2048,42248,1,49.74
2873,2049,42260,1,852.47
2874,2049,42259,1,55.34
2875,2049,42258,1,27.08
2876,2050,42307,3,3499.14
2877,2051,42352,1,184.97
2878,2052,42361,1,12.79
2879,2053,42364,1,43.09
2880,2054,42388,1,2179.37
2881,2054,42384,1,1267.63
2882,2054,42386,1,610.92
2883,2055,42396,1,181.59
2884,2055,42395,1,101.22
2885,2056,42418,1,57.11
2886,2056,42419,1,714.22
2887,2057,42420,1,28.82
2888,2058,42424,1,28.82
2889,2059,42459,1,20.98
2890,2059,42461,1,1999.25
2891,2060,42462,1,47.43
2892,2060,42463,1,25.23
2893,2061,42464,1,56.18
2894,2062,42469,1,83.45
2895,2063,42512,1,1105.57
2896,2064,42568,4,73.28
2897,2065,42574,1,15.22
2898,2066,42584,2,40.40
2899,2067,42592,1,46.74
2900,2067,42591,1,1785.01
2901,2068,42598,1,806.75
2902,2069,42616,2,2590.22
2903,2069,42615,1,451.20
2904,2070,42638,1,2131.55
2905,2071,42653,1,20.82
2906,2071,42657,1,984.60
2907,2072,42668,1,137.24
2908,2073,42671,1,466.38
2909,2073,42673,1,1393.36
2910,2074,42685,1,20.29
2911,2075,42708,2,236.64
2912,2076,42718,1,89.29
2913,2076,42717,1,550.27
2914,2077,42735,1,66.23
2915,2077,42734,1,61.97
2916,2078,42746,1,16.82
2917,2078,42745,2,61.68
2918,2079,42749,1,1081.98
2919,2080,42751,2,600.16
2920,2081,42758,1,25.80
2921,2082,42761,1,434.92
2922,2083,42811,1,103.15
2923,2084,42827,1,10.18
2924,2085,42828,1,10.00
2925,2086,42834,1,1551.31
2926,2087,42850,1,699.90
2927,2088,42875,1,1247.74
2928,2089,42895,2,808.72
2929,2089,42894,1,25.21
2930,2089,42896,1,43.09
2931,2090,42902,1,506.45
2932,2091,42912,1,22.38
2933,2092,42915,1,560.07
2934,2093,42950,1,85.33
2935,2094,43050,1,76.58
2936,2095,43061,2,68.04
2937,2096,43064,1,75.75
2938,2097,43123,1,118.50
2939,2098,43127,1,1863.01
2940,2099,43157,1,74.46
2941,2099,43158,1,25.21
2942,2099,43159,1,71.76
2943,2100,43172,1,2378.57
2944,2100,43171,2,84.64
2945,2101,43180,1,244.62
2946,2102,43207,1,10.13
2947,2103,43212,1,93.15
2948,2104,43213,1,1629.64
2949,2105,43215,1,29.99
2950,2106,43222,2,154.52
2951,2106,43221,1,15.01
2952,2106,43220,1,2378.49
2953,2107,43230,3,232.29
2954,2107,43229,1,428.10
2955,2108,43233,1,649.82
2956,2109,43252,1,12.79
2957,2110,43279,1,404.13
2958,2111,43284,1,417.37
2959,2111,43285,1,76.14
2960,2112,43349,1,1863.01
2961,2113,43385,1,28.82
2962,2114,43407,1,400.10
2963,2114,43404,3,213.99
2964,2115,43409,1,34.50
2965,2116,43412,1,327.59
2966,2117,43413,1,1247.74
2967,2118,43434,1,72.24
2968,2118,43435,3,1363.92
2969,2119,43442,1,55.66
2970,2120,43472,2,68.92
2971,2121,43478,1,127.53
2972,2121,43477,1,10.33
2973,2121,43479,2,961.66
2974,2122,43482,1,25.23
2975,2123,43510,1,18.09
2976,2124,43520,1,23.32
2977,2125,43552,1,1543.26
2978,2126,43580,1,110.63
2979,2127,43586,1,552.73
2980,2127,43585,3,31.56
2981,2128,43604,1,20.98
2982,2129,43637,2,34.62
2983,2130,43675,1,18.18
2984,2131,43687,2,808.64
2985,2131,43685,1,717.08
2986,2132,43698,1,134.07
2987,2133,43758,1,67.14
2988,2134,43781,1,45.95
2989,2134,43784,1,23.75
2990,2135,43795,1,2199.19
2991,2136,43798,1,72.89
2992,2136,43797,1,2300.19
2993,2137,43802,2,41.14
2994,2137,43801,2,833.16
2995,2138,43818,1,15.35
2996,2138,43817,1,28.15
2997,2139,43831,1,73.42
2998,2139,43830,1,550.91
2999,2139,43829,1,617.98
3000,2140,43837,1,80.06
3001,2141,43841,1,76.58
3002,2142,43872,2,1790.42
3003,2143,43881,4,356.84
3004,2143,43880,1,76.58
3005,2144,43972,1,105.02
3006,2145,43977,1,319.38
3007,2146,44022,1,50.42
3008,2147,44024,1,21.75
3009,2147,44025,1,305.42
3010,2148,44031,1,28.15
3011,2149,44065,1,475.71
3012,2149,44066,2,77.62
3013,2149,44064,1,911.71
3014,2150,44079,2,177.44
3015,2151,44082,1,105.02
3016,2152,44095,1,252.83
3017,2153,44113,3,171.84
3018,2154,44152,2,503.90
3019,2154,44151,1,127.53
3020,2155,44166,1,23.33
3021,2155,44165,1,20.20
3022,2156,44167,1,17.60
3023,2157,44204,1,58.91
3024,2158,44256,1,57.64
3025,2159,44287,1,83.17
3026,2160,44319,1,46.74
3027,2161,44335,1,52.98
3028,2162,44353,1,322.68
3029,2163,44365,1,51.55
3030,2163,44366,2,1293.98
3031,2164,44387,1,43.09
3032,2164,44388,1,440.27
3033,2165,44426,1,546.88
3034,2165,44427,1,39.08
3035,2165,44429,1,25.01
3036,2166,44447,1,369.63
3037,2167,44459,1,80.06
3038,2168,44478,1,48.56
3039,2168,44477,1,84.35
3040,2169,44502,1,943.90
3041,2170,44624,1,27.37
3042,2170,44625,2,54.16
3043,2170,44626,1,550.91
3044,2171,44628,1,15.97
3045,2171,44630,1,114.18
3046,2172,44643,2,1352.24
3047,2173,44644,1,99.66
3048,2174,44650,1,2194.34
3049,2175,44655,1,80.06
3050,2176,44656,1,556.36
3051,2177,44683,1,998.08
3052,2177,44682,1,1590.04
3053,2178,44691,1,101.75
3054,2179,44697,1,693.87
3055,2179,44696,1,617.98
3056,2180,44762,1,60.62
3057,2181,44777,1,10.33
3058,2181,44779,1,1905.47
3059,2182,44811,1,296.23
3060,2183,44830,1,52.98
3061,2184,44842,1,346.18
3062,2185,44846,1,15.35
3063,2185,44847,1,1772.19
3064,2186,44872,1,1542.81
3065,2187,44934,1,208.28
3066,2187,44936,1,38.81
3067,2187,44935,1,10.08
3068,2188,44961,2,849.54
3069,2189,44979,1,17.04
3070,2190,45029,1,550.27
3071,2191,45043,1,76.45
3072,2192,45056,1,2199.19
3073,2193,45075,1,17.78
3074,2194,45076,1,101.75
3075,2195,45148,1,20.98
3076,2195,45147,1,806.75
3077,2195,45149,1,105.02
3078,2196,45155,1,27.37
3079,2197,45166,1,155.65
3080,2198,45182,1,106.57
3081,2198,45184,1,80.08
3082,2199,45217,1,212.25
3083,2200,45232,1,1039.07
3084,2201,45238,1,676.12
3085,2202,45243,1,78.33
3086,2202,45242,1,457.46
3087,2202,45244,1,51.87
3088,2203,45249,1,24.33
3089,2204,45255,1,10.33
3090,2205,45274,2,80.98
3091,2206,45318,1,181.59
3092,2207,45319,1,60.54
3093,2208,45328,1,376.79
3094,2209,45352,1,21.17
3095,2209,45353,1,697.89
3096,2210,45373,1,106.80
3097,2211,45384,1,61.97
3098,2212,45392,2,234.24
3099,2212,45393,2,1470.08
3100,2213,45405,1,140.93
3101,2213,45406,1,49.46
3102,2214,45410,1,404.32
3103,2214,45411,1,400.10
3104,2215,45415,1,133.23
3105,2215,45416,2,103.74
3106,2216,45447,1,18.97
3107,2217,45458,1,55.50
3108,2218,45471,1,10.59
3109,2219,45479,1,20.57
3110,2220,45527,1,735.04
3111,2221,45533,2,1265.80
3112,2222,45545,1,1064.18
3113,2222,45544,1,56.18
3114,2223,45550,1,31.48
3115,2224,45558,1,28.82
3116,2224,45556,1,12.79
3117,2224,45557,1,82.15
3118,2225,45568,1,50.42
3119,2225,45569,1,20.57
3120,2226,45584,2,61.54
3121,2227,45589,1,86.73
3122,2227,45590,1,610.92
3123,2228,45592,1,29.99
3124,2229,45595,1,307.92
3125,2230,45600,1,77.43
3126,2231,45602,1,24.33
3127,2232,45617,1,426.57
3128,2232,45615,1,60.54
3129,2233,45667,1,1568.44
3130,2234,45690,1,191.97
3131,2234,45691,1,29.10
3132,2235,45705,1,1401.94
3133,2236,45727,1,833.75
3134,2237,45733,1,369.63
3135,2238,45786,1,319.38
3136,2239,45802,3,93.00
3137,2240,45810,1,27.51
3138,2241,45821,1,118.50
3139,2242,45836,1,40.00
3140,2243,45838,1,56.18
3141,2243,45837,1,1542.81
3142,2244,45900,1,441.66
3143,2244,45898,1,17.68
3144,2245,45916,3,93.00
3145,2245,45917,1,60.54
3146,2246,45950,1,95.62
3147,2246,45949,1,258.40
3148,2247,45991,1,51.55
3149,2248,45999,1,53.90
3150,2249,46036,2,48.66
3151,2250,46048,1,20.29
3152,2250,46045,2,198.68
3153,2251,46077,1,53.63
3154,2251,46075,1,1847.46
3155,2252,46098,1,80.51
3156,2253,46133,1,332.27
3157,2254,46194,1,50.19
3158,2255,46200,1,44.56
3159,2256,46221,1,27.76
3160,2256,46220,1,402.14
3161,2257,46229,1,897.70
3162,2258,46256,1,251.95
3163,2259,46284,1,1847.46
3164,2260,46294,1,15.97
3165,2260,46295,2,46.66
3166,2261,46310,3,105.90
3167,2261,46309,3,60.60
3168,2262,46327,1,1064.18
3169,2262,46330,3,903.36
3170,2263,46363,1,546.88
3171,2263,46362,1,19.75
3172,2264,46369,1,478.83
3173,2264,46368,1,115.70
3174,2265,46405,1,21.66
3175,2266,46416,2,202.16
3176,2267,46434,1,93.92
3177,2268,46436,1,971.30
3178,2269,46438,1,21.75
3179,2269,46437,1,421.77
3180,2270,46439,1,19.75
3181,2271,46441,1,943.53
3182,2271,46440,1,21.13
3183,2272,46509,1,80.06
3184,2273,46519,1,125.68
3185,2274,46527,1,968.66
3186,2275,46567,2,1848.48
3187,2275,46568,2,86.18
3188,2276,46585,1,343.34
