ProductAttributeID,ProductID,AttributeID
4310,1279,60
4311,1279,30
4312,1280,17
4313,1280,60
4314,1280,29
4315,1281,17
4316,1281,59
4317,1281,20
4318,1282,17
4319,1282,59
4320,1282,30
4321,1283,17
4322,1283,59
4323,1283,29
4324,1284,17
4325,1284,58
4326,1284,20
4327,1285,17
4328,1285,58
4329,1285,30
4330,1286,17
4331,1286,58
4332,1286,29
4333,1287,17
4334,1287,32
4335,1287,2
4336,1288,17
4337,1288,29
4338,1288,2
4339,1289,17
4340,1289,20
4341,1289,2
4342,1290,17
4343,1290,95
4344,1290,20
4345,1291,17
4346,1291,94
4347,1291,20
4348,1292,17
4349,1292,97
4350,1292,20
4351,1293,17
4352,1293,96
4353,1293,20
4354,1294,17
4355,1294,20
4356,1294,2
4357,1295,17
4358,1295,28
4359,1295,2
4360,1296,17
4361,1296,32
4362,1296,2
4363,1297,17
4364,1297,94
4365,1297,20
4366,1298,17
4367,1298,94
4368,1298,29
4369,1299,17
4370,1299,95
4371,1299,20
4372,1300,17
4373,1300,95
4374,1300,29
4375,1301,17
4376,1301,97
4377,1301,20
4378,1302,17
4379,1302,97
4380,1302,29
4381,1303,17
4382,1303,96
4383,1303,29
4384,1304,17
4385,1304,95
4386,1304,29
4387,1305,17
4388,1305,97
4389,1305,29
4390,1306,17
4391,1306,94
4392,1306,29
4393,1307,17
4394,1307,57
4395,1307,30
4396,1308,17
4397,1308,57
4398,1308,29
4399,1309,17
4400,1309,57
4401,1309,20
4402,1310,17
4403,1310,59
4404,1310,30
4405,1311,17
4406,1311,59
4407,1311,29
4408,1312,17
4409,1312,59
4410,1312,20
4411,1313,17
4412,1313,60
4413,1313,30
4414,1314,17
4415,1314,60
4416,1314,29
4417,1315,17
4418,1315,60
4419,1315,20
4420,1316,17
4421,1316,58
4422,1316,30
4423,1317,17
4424,1317,58
4425,1317,29
4426,1318,17
4427,1318,58
4428,1318,20
4429,1319,17
4430,1319,57
4431,1319,29
4432,1320,17
4433,1320,57
4434,1320,30
4435,1321,17
4436,1321,58
4437,1321,29
4438,1322,17
4439,1322,58
4440,1322,30
4441,1323,17
4442,1323,59
4443,1323,29
4444,1324,17
4445,1324,59
4446,1324,30
4447,1325,17
4448,1325,94
4449,1325,20
4450,1326,17
4451,1326,94
4452,1326,29
4453,1327,17
4454,1327,97
4455,1327,20
4456,1328,17
4457,1328,97
4458,1328,29
4459,1329,17
4460,1329,30
4461,1329,1
4462,1330,17
4463,1330,30
4464,1330,2
4465,1331,17
4466,1331,20
4467,1331,1
4468,1332,17
4469,1332,20
4470,1332,2
4471,1333,17
4472,1333,20
4473,1333,89
4474,1334,17
4475,1334,21
4476,1334,89
4477,1335,17
4478,1335,97
4479,1335,20
4480,1336,17
4481,1336,94
4482,1336,20
4483,1337,17
4484,1337,95
4485,1337,20
4486,1338,17
4487,1338,58
4488,1338,30
4489,1339,17
4490,1339,58
4491,1339,29
4492,1340,17
4493,1340,60
4494,1340,30
4495,1341,17
4496,1341,60
4497,1341,29
4498,1342,17
4499,1342,59
4500,1342,30
4501,1343,17
4502,1343,59
4503,1343,29
4504,1344,17
4505,1344,57
4506,1344,30
4507,1345,17
4508,1345,57
4509,1345,29
4510,1346,17
4511,1346,60
4512,1346,30
4513,1347,17
4514,1347,60
4515,1347,20
4516,1348,17
4517,1348,57
4518,1348,30
4519,1349,17
4520,1349,57
4521,1349,20
4522,1350,17
4523,1350,59
4524,1350,30
4525,1351,17
4526,1351,59
4527,1351,20
4528,1352,17
4529,1352,58
4530,1352,30
4531,1353,17
4532,1353,58
4533,1353,20
4534,1354,17
4535,1354,60
4536,1354,30
4537,1355,17
4538,1355,60
4539,1355,20
4540,1356,17
4541,1356,58
4542,1356,30
4543,1357,17
4544,1357,58
4545,1357,20
4546,1358,17
4547,1358,57
4548,1358,29
4549,1359,17
4550,1359,60
4551,1359,29
4552,1360,17
4553,1360,59
4554,1360,29
4555,1361,17
4556,1361,21
4557,1361,33
4558,1361,5
4559,1361,35
4560,1361,180
4561,1362,17
4562,1362,21
4563,1362,34
4564,1362,4
4565,1362,36
4566,1362,215
4567,1363,17
4568,1363,20
4569,1363,33
4570,1363,7
4571,1363,35
4572,1363,222
4573,1364,17
4574,1364,20
4575,1364,34
4576,1364,7
4577,1364,36
4578,1364,210
4579,1365,17
4580,1365,95
4581,1365,20
4582,1366,17
4583,1366,95
4584,1366,29
4585,1367,17
4586,1367,97
4587,1367,20
4588,1368,17
4589,1368,97
4590,1368,29
4591,1369,17
4592,1369,94
4593,1369,20
4594,1370,17
4595,1370,94
4596,1370,29
4597,1371,17
4598,1371,96
4599,1371,20
4600,1372,17
4601,1372,96
4602,1372,29
4603,1373,17
4604,1373,20
4605,1373,34
4606,1373,3
4607,1373,36
4608,1373,195
4609,1374,17
4610,1374,20
4611,1374,33
4612,1374,5
4613,1374,35
4614,1374,215
4615,1375,17
4616,1375,32
4617,1375,34
4618,1375,7
4619,1375,36
4620,1375,207
4621,1376,17
4622,1376,32
4623,1376,33
4624,1376,7
4625,1376,35
4626,1376,136
4627,1377,17
4628,1377,21
4629,1377,34
4630,1377,6
4631,1377,36
4632,1377,113
4633,1378,17
4634,1378,21
4635,1378,33
4636,1378,7
4637,1378,35
4638,1378,207
4639,1379,17
4640,1379,97
4641,1379,20
4642,1380,17
4643,1380,96
4644,1380,20
4645,1381,17
4646,1381,32
4647,1381,87
4648,1382,17
4649,1382,32
4650,1382,89
4651,1383,17
4652,1383,32
4653,1383,88
4654,1384,17
4655,1384,28
4656,1384,87
4657,1385,17
4658,1385,28
4659,1385,89
4660,1386,17
4661,1386,28
4662,1386,88
4663,1387,17
4664,1387,30
4665,1387,87
4666,1388,17
4667,1388,30
4668,1388,89
4669,1389,17
4670,1389,30
4671,1389,88
4672,1390,17
4673,1390,28
4674,1390,33
4675,1390,4
4676,1390,35
4677,1390,202
4678,1391,17
4679,1391,20
4680,1391,33
4681,1391,5
4682,1391,35
4683,1391,143
4684,1392,17
4685,1392,21
4686,1392,33
4687,1392,7
4688,1392,35
4689,1392,131
4690,1393,17
4691,1393,29
4692,1393,33
4693,1393,3
4694,1393,35
4695,1393,124
4696,1394,17
4697,1394,32
4698,1394,2
4699,1395,17
4700,1395,20
4701,1395,2
4702,1396,17
4703,1396,21
4704,1396,2
4705,1397,17
4706,1397,28
4707,1397,2
4708,1398,17
4709,1398,96
4710,1398,29
4711,1399,17
4712,1399,97
4713,1399,29
4714,1400,17
4715,1400,94
4716,1400,29
4717,1401,17
4718,1401,59
4719,1401,30
4720,1402,17
4721,1402,60
4722,1402,30
4723,1403,17
4724,1403,57
4725,1403,30
4726,1404,17
4727,1404,94
4728,1404,20
4729,1405,17
4730,1405,94
4731,1405,29
4732,1406,17
4733,1406,96
4734,1406,20
4735,1407,17
4736,1407,96
4737,1407,29
4738,1408,17
4739,1408,94
4740,1408,20
4741,1409,17
4742,1409,94
4743,1409,29
4744,1410,17
4745,1410,95
4746,1410,20
4747,1411,17
4748,1411,95
4749,1411,29
4750,1412,17
4751,1412,96
4752,1412,20
4753,1413,17
4754,1413,96
4755,1413,29
4756,1414,17
4757,1414,97
4758,1414,20
4759,1415,17
4760,1415,97
4761,1415,29
4762,1416,17
4763,1416,30
4764,1416,88
4765,1417,17
4766,1417,29
4767,1417,88
4768,1418,17
4769,1418,32
4770,1418,88
4771,1419,17
4772,1419,28
4773,1419,88
4774,1420,17
4775,1420,97
4776,1420,29
4777,1421,17
4778,1421,96
4779,1421,29
4780,1422,17
4781,1422,97
4782,1422,29
4783,1423,17
4784,1423,97
4785,1423,20
4786,1424,17
4787,1424,96
4788,1424,29
4789,1425,17
4790,1425,96
4791,1425,20
4792,1426,17
4793,1426,29
4794,1426,1
4795,1427,17
4796,1427,32
4797,1427,1
4798,1428,17
4799,1428,30
4800,1428,1
4801,1429,17
4802,1429,28
4803,1429,1
4804,1430,17
4805,1430,21
4806,1430,2
4807,1431,17
4808,1431,21
4809,1431,1
4810,1432,17
4811,1432,30
4812,1432,2
4813,1433,17
4814,1433,30
4815,1433,1
4816,1434,17
4817,1434,20
4818,1434,2
4819,1435,17
4820,1435,20
4821,1435,1
4822,1436,17
4823,1436,29
4824,1436,2
4825,1437,17
4826,1437,29
4827,1437,1
4828,1438,17
4829,1438,30
4830,1438,88
4831,1439,17
4832,1439,20
4833,1439,88
4834,1440,17
4835,1440,29
4836,1440,88
4837,1441,17
4838,1441,59
4839,1441,30
4840,1442,17
4841,1442,58
4842,1442,30
4843,1443,17
4844,1443,21
4845,1443,1
4846,1444,17
4847,1444,21
4848,1444,2
4849,1445,17
4850,1445,28
4851,1445,1
4852,1446,17
4853,1446,28
4854,1446,2
4855,1447,17
4856,1447,21
4857,1447,34
4858,1447,5
4859,1447,36
4860,1447,207
4861,1448,17
4862,1448,20
4863,1448,34
4864,1448,8
4865,1448,36
4866,1448,138
4867,1449,17
4868,1449,57
4869,1449,29
4870,1450,17
4871,1450,58
4872,1450,29
4873,1451,17
4874,1451,60
4875,1451,29
4876,1452,17
4877,1452,59
4878,1452,29
4879,1453,17
4880,1453,21
4881,1453,2
4882,1454,17
4883,1454,29
4884,1454,2
4885,1455,17
4886,1455,32
4887,1455,2
4888,1456,17
4889,1456,28
4890,1456,2
4891,1457,17
4892,1457,59
4893,1457,30
4894,1458,17
4895,1458,58
4896,1458,30
4897,1459,17
4898,1459,95
4899,1459,29
4900,1460,17
4901,1460,97
4902,1460,29
4903,1461,17
4904,1461,96
4905,1461,29
4906,1462,17
4907,1462,94
4908,1462,29
4909,1463,17
4910,1463,95
4911,1463,20
4912,1464,17
4913,1464,94
4914,1464,20
4915,1465,17
4916,1465,60
4917,1465,29
4918,1466,17
4919,1466,59
4920,1466,29
4921,1467,17
4922,1467,58
4923,1467,29
4924,1468,17
4925,1468,29
4926,1468,33
4927,1468,6
4928,1468,35
4929,1468,153
4930,1469,17
4931,1469,29
4932,1469,34
4933,1469,9
4934,1469,36
4935,1469,168
4936,1470,17
4937,1470,28
4938,1470,33
4939,1470,8
4940,1470,35
4941,1470,114
4942,1471,17
4943,1471,28
4944,1471,34
4945,1471,9
4946,1471,36
4947,1471,122
4948,1472,17
4949,1472,30
4950,1472,33
4951,1472,8
4952,1472,35
4953,1472,136
4954,1473,17
4955,1473,30
4956,1473,34
4957,1473,3
4958,1473,36
4959,1473,157
4960,1474,17
4961,1474,21
4962,1474,33
4963,1474,6
4964,1474,35
4965,1474,145
4966,1475,17
4967,1475,21
4968,1475,34
4969,1475,6
4970,1475,36
4971,1475,164
4972,1476,17
4973,1476,30
4974,1476,89
4975,1477,17
4976,1477,21
4977,1477,89
4978,1478,17
4979,1478,28
4980,1478,1
4981,1479,17
4982,1479,28
4983,1479,2
4984,1480,17
4985,1480,21
4986,1480,1
4987,1481,17
4988,1481,21
4989,1481,2
4990,1482,17
4991,1482,29
4992,1482,1
4993,1483,17
4994,1483,29
4995,1483,2
4996,1484,17
4997,1484,32
4998,1484,1
4999,1485,17
5000,1485,32
5001,1485,2
5002,1486,17
5003,1486,29
5004,1486,1
5005,1487,17
5006,1487,20
5007,1487,1
5008,1488,17
5009,1488,21
5010,1488,1
5011,1489,17
5012,1489,30
5013,1489,1
5014,1490,17
5015,1490,30
5016,1490,89
5017,1491,17
5018,1491,28
5019,1491,89
5020,1492,17
5021,1492,32
5022,1492,89
5023,1493,17
5024,1493,32
5025,1493,1
5026,1494,17
5027,1494,21
5028,1494,1
5029,1495,17
5030,1495,29
5031,1495,1
5032,1496,17
5033,1496,28
5034,1496,1
5035,1497,17
5036,1497,20
5037,1497,1
5038,1498,17
5039,1498,30
5040,1498,1
5041,1499,17
5042,1499,30
5043,1499,34
5044,1499,5
5045,1499,36
5046,1499,173
5047,1500,17
5048,1500,28
5049,1500,34
5050,1500,4
5051,1500,36
5052,1500,192
5053,1501,17
5054,1501,32
5055,1501,34
5056,1501,3
5057,1501,36
5058,1501,215
5059,1502,17
5060,1502,29
5061,1502,89
5062,1503,17
5063,1503,30
5064,1503,89
5065,1504,17
5066,1504,32
5067,1504,89
5068,1505,17
5069,1505,95
5070,1505,29
5071,1506,17
5072,1506,96
5073,1506,29
5074,1507,17
5075,1507,94
5076,1507,29
5077,1508,17
5078,1508,28
5079,1508,34
5080,1508,5
5081,1508,36
5082,1508,193
5083,1509,17
5084,1509,28
5085,1509,33
5086,1509,6
5087,1509,35
5088,1509,187
5089,1510,17
5090,1510,32
5091,1510,34
5092,1510,5
5093,1510,36
5094,1510,106
5095,1511,17
5096,1511,32
5097,1511,33
5098,1511,6
5099,1511,35
5100,1511,147
5101,1512,17
5102,1512,94
5103,1512,20
5104,1513,17
5105,1513,96
5106,1513,20
5107,1514,17
5108,1514,58
5109,1514,30
5110,1515,17
5111,1515,58
5112,1515,20
5113,1516,17
5114,1516,57
5115,1516,30
5116,1517,17
5117,1517,57
5118,1517,20
5119,1518,17
5120,1518,59
5121,1518,30
5122,1519,17
5123,1519,59
5124,1519,20
5125,1520,17
5126,1520,60
5127,1520,30
5128,1521,17
5129,1521,60
5130,1521,20
5131,1522,17
5132,1522,30
5133,1522,2
5134,1523,17
5135,1523,28
5136,1523,2
5137,1524,17
5138,1524,29
5139,1524,2
5140,1525,17
5141,1525,59
5142,1525,30
5143,1526,17
5144,1526,59
5145,1526,20
5146,1527,17
5147,1527,57
5148,1527,30
5149,1528,17
5150,1528,57
5151,1528,20
5152,1529,17
5153,1529,58
5154,1529,30
5155,1530,17
5156,1530,58
5157,1530,20
5158,1531,17
5159,1531,60
5160,1531,30
5161,1532,17
5162,1532,60
5163,1532,20
5164,1533,17
5165,1533,59
5166,1533,20
5167,1534,17
5168,1534,59
5169,1534,30
5170,1535,17
5171,1535,59
5172,1535,29
5173,1536,17
5174,1536,60
5175,1536,20
5176,1537,17
5177,1537,60
5178,1537,30
5179,1538,17
5180,1538,60
5181,1538,29
5182,1539,17
5183,1539,58
5184,1539,20
5185,1540,17
5186,1540,58
5187,1540,30
5188,1541,17
5189,1541,58
5190,1541,29
5191,1542,17
5192,1542,57
5193,1542,29
5194,1543,17
5195,1543,57
5196,1543,30
5197,1544,17
5198,1544,59
5199,1544,29
5200,1545,17
5201,1545,59
5202,1545,30
5203,1546,17
5204,1546,60
5205,1546,29
5206,1547,17
5207,1547,60
5208,1547,30
5209,1548,17
5210,1548,58
5211,1548,30
5212,1549,17
5213,1549,59
5214,1549,30
5215,1550,17
5216,1550,60
5217,1550,30
5218,1551,17
5219,1551,21
5220,1551,89
5221,1552,17
5222,1552,30
5223,1552,89
5224,1553,17
5225,1553,32
5226,1553,89
5227,1554,17
5228,1554,28
5229,1554,89
5230,1555,17
5231,1555,97
5232,1555,29
5233,1556,17
5234,1556,97
5235,1556,20
5236,1557,17
5237,1557,94
5238,1557,29
5239,1558,17
5240,1558,94
5241,1558,20
5242,1559,17
5243,1559,95
5244,1559,29
5245,1560,17
5246,1560,95
5247,1560,20
5248,1561,17
5249,1561,96
5250,1561,29
5251,1562,17
5252,1562,96
5253,1562,20
5254,1563,17
5255,1563,97
5256,1563,20
5257,1564,17
5258,1564,97
5259,1564,29
5260,1565,17
5261,1565,95
5262,1565,20
5263,1566,17
5264,1566,95
5265,1566,29
5266,1567,17
5267,1567,94
5268,1567,20
5269,1568,17
5270,1568,94
5271,1568,29
5272,1569,17
5273,1569,30
5274,1569,2
5275,1570,17
5276,1570,30
5277,1570,1
5278,1571,17
5279,1571,32
5280,1571,2
5281,1572,17
5282,1572,32
5283,1572,1
5284,1573,17
5285,1573,28
5286,1573,2
5287,1574,17
5288,1574,28
5289,1574,1
5290,1575,17
5291,1575,21
5292,1575,2
5293,1576,17
5294,1576,21
5295,1576,1
5296,1577,17
5297,1577,28
5298,1577,2
5299,1578,17
5300,1578,28
5301,1578,1
5302,1579,17
5303,1579,30
5304,1579,2
5305,1580,17
5306,1580,30
5307,1580,1
5308,1581,17
5309,1581,21
5310,1581,2
5311,1582,17
5312,1582,21
5313,1582,1
5314,1583,17
5315,1583,29
5316,1583,2
5317,1584,17
5318,1584,29
5319,1584,1
5320,1585,17
5321,1585,29
5322,1585,33
5323,1585,5
5324,1585,35
5325,1585,205
5326,1586,17
5327,1586,30
5328,1586,33
5329,1586,6
5330,1586,35
5331,1586,142
5332,1587,17
5333,1587,28
5334,1587,33
5335,1587,5
5336,1587,35
5337,1587,154
5338,1588,17
5339,1588,32
5340,1588,33
5341,1588,5
5342,1588,35
5343,1588,141
5344,1589,17
5345,1589,96
5346,1589,20
5347,1590,17
5348,1590,96
5349,1590,29
5350,1591,17
5351,1591,95
5352,1591,20
5353,1592,17
5354,1592,95
5355,1592,29
5356,1593,17
5357,1593,32
5358,1593,34
5359,1593,4
5360,1593,36
5361,1593,155
5362,1594,17
5363,1594,20
5364,1594,34
5365,1594,8
5366,1594,36
5367,1594,188
5368,1595,17
5369,1595,28
5370,1595,34
5371,1595,7
5372,1595,36
5373,1595,179
5374,1596,17
5375,1596,21
5376,1596,88
5377,1597,17
5378,1597,32
5379,1597,88
5380,1598,17
5381,1598,30
5382,1598,88
5383,1599,17
5384,1599,29
5385,1599,88
5386,1600,17
5387,1600,94
5388,1600,29
5389,1601,17
5390,1601,94
5391,1601,20
5392,1602,17
5393,1602,96
5394,1602,29
5395,1603,17
5396,1603,96
5397,1603,20
5398,1604,17
5399,1604,95
5400,1604,29
5401,1605,17
5402,1605,95
5403,1605,20
5404,1606,17
5405,1606,20
5406,1606,34
5407,1606,4
5408,1606,36
5409,1606,170
5410,1607,17
5411,1607,20
5412,1607,33
5413,1607,3
5414,1607,35
5415,1607,139
5416,1608,17
5417,1608,29
5418,1608,34
5419,1608,5
5420,1608,36
5421,1608,174
5422,1609,17
5423,1609,29
5424,1609,33
5425,1609,6
5426,1609,35
5427,1609,160
5428,1610,17
5429,1610,32
5430,1610,34
5431,1610,5
5432,1610,36
5433,1610,128
5434,1611,17
5435,1611,32
5436,1611,33
5437,1611,5
5438,1611,35
5439,1611,213
5440,1612,17
5441,1612,58
5442,1612,29
5443,1613,17
5444,1613,58
5445,1613,20
5446,1614,17
5447,1614,57
5448,1614,29
5449,1615,17
5450,1615,57
5451,1615,20
5452,1616,17
5453,1616,60
5454,1616,29
5455,1617,17
5456,1617,60
5457,1617,20
5458,1618,17
5459,1618,96
5460,1618,29
5461,1619,17
5462,1619,96
5463,1619,20
5464,1620,17
5465,1620,94
5466,1620,29
5467,1621,17
5468,1621,94
5469,1621,20
5470,1622,17
5471,1622,95
5472,1622,29
5473,1623,17
5474,1623,95
5475,1623,20
5476,1624,17
5477,1624,21
5478,1624,33
5479,1624,7
5480,1624,35
5481,1624,121
5482,1625,17
5483,1625,32
5484,1625,33
5485,1625,3
5486,1625,35
5487,1625,165
5488,1626,17
5489,1626,28
5490,1626,33
5491,1626,6
5492,1626,35
5493,1626,148
5494,1627,17
5495,1627,94
5496,1627,20
5497,1628,17
5498,1628,97
5499,1628,20
5500,1629,17
5501,1629,96
5502,1629,20
5503,1630,17
5504,1630,95
5505,1630,20
5506,1631,17
5507,1631,57
5508,1631,30
5509,1632,17
5510,1632,57
5511,1632,20
5512,1633,17
5513,1633,57
5514,1633,29
5515,1634,17
5516,1634,60
5517,1634,30
5518,1635,17
5519,1635,60
5520,1635,20
5521,1636,17
5522,1636,60
5523,1636,29
5524,1637,17
5525,1637,58
5526,1637,30
5527,1638,17
5528,1638,58
5529,1638,20
5530,1639,17
5531,1639,58
5532,1639,29
5533,1640,17
5534,1640,59
5535,1640,30
5536,1641,17
5537,1641,59
5538,1641,20
5539,1642,17
5540,1642,59
5541,1642,29
5542,1643,17
5543,1643,96
5544,1643,20
5545,1644,17
5546,1644,97
5547,1644,20
5548,1645,17
5549,1645,20
5550,1645,89
5551,1646,17
5552,1646,20
5553,1646,87
5554,1647,17
5555,1647,20
5556,1647,88
5557,1648,17
5558,1648,32
5559,1648,89
5560,1649,17
5561,1649,32
5562,1649,87
5563,1650,17
5564,1650,32
5565,1650,88
5566,1651,17
5567,1651,21
5568,1651,89
5569,1652,17
5570,1652,21
5571,1652,87
5572,1653,17
5573,1653,21
5574,1653,88
5575,1654,17
5576,1654,29
5577,1654,89
5578,1655,17
5579,1655,29
5580,1655,87
5581,1656,17
5582,1656,29
5583,1656,88
5584,1657,17
5585,1657,29
5586,1657,1
5587,1658,17
5588,1658,21
5589,1658,1
5590,1659,17
5591,1659,32
5592,1659,1
5593,1660,17
5594,1660,30
5595,1660,1
5596,1661,17
5597,1661,32
5598,1661,1
5599,1662,17
5600,1662,32
5601,1662,2
5602,1663,17
5603,1663,28
5604,1663,1
5605,1664,17
5606,1664,28
5607,1664,2
5608,1665,17
5609,1665,30
5610,1665,1
5611,1666,17
5612,1666,30
5613,1666,2
5614,1667,17
5615,1667,95
5616,1667,20
5617,1668,17
5618,1668,97
5619,1668,20
5620,1669,17
5621,1669,59
5622,1669,29
5623,1670,17
5624,1670,59
5625,1670,30
5626,1671,17
5627,1671,59
5628,1671,20
5629,1672,17
5630,1672,58
5631,1672,29
5632,1673,17
5633,1673,58
5634,1673,30
5635,1674,17
5636,1674,58
5637,1674,20
5638,1675,17
5639,1675,57
5640,1675,29
5641,1676,17
5642,1676,57
5643,1676,30
5644,1677,17
5645,1677,57
5646,1677,20
5647,1678,17
5648,1678,29
5649,1678,33
5650,1678,7
5651,1678,35
5652,1678,197
5653,1679,17
5654,1679,29
5655,1679,34
5656,1679,6
5657,1679,36
5658,1679,130
5659,1680,17
5660,1680,30
5661,1680,33
5662,1680,4
5663,1680,35
5664,1680,100
5665,1681,17
5666,1681,30
5667,1681,34
5668,1681,4
5669,1681,36
5670,1681,161
5671,1682,17
5672,1682,32
5673,1682,33
5674,1682,7
5675,1682,35
5676,1682,107
5677,1683,17
5678,1683,32
5679,1683,34
5680,1683,5
5681,1683,36
5682,1683,182
5683,1684,17
5684,1684,20
5685,1684,33
5686,1684,4
5687,1684,35
5688,1684,190
5689,1685,17
5690,1685,20
5691,1685,34
5692,1685,5
5693,1685,36
5694,1685,133
5695,1686,17
5696,1686,60
5697,1686,30
5698,1687,17
5699,1687,60
5700,1687,29
5701,1688,17
5702,1688,57
5703,1688,30
5704,1689,17
5705,1689,57
5706,1689,29
5707,1690,17
5708,1690,58
5709,1690,30
5710,1691,17
5711,1691,58
5712,1691,29
5713,1692,17
5714,1692,59
5715,1692,30
5716,1693,17
5717,1693,59
5718,1693,29
5719,1694,17
5720,1694,29
5721,1694,1
5722,1695,17
5723,1695,32
5724,1695,1
5725,1696,17
5726,1696,20
5727,1696,1
5728,1697,17
5729,1697,28
5730,1697,1
5731,1698,17
5732,1698,21
5733,1698,86
5734,1699,17
5735,1699,20
5736,1699,86
5737,1700,17
5738,1700,28
5739,1700,86
5740,1701,15
5741,1701,79
5742,1701,25
5743,1702,15
5744,1702,79
5745,1702,20
5746,1703,15
5747,1703,79
5748,1703,32
5749,1704,15
5750,1704,79
5751,1704,18
5752,1705,15
5753,1705,85
5754,1705,25
5755,1706,15
5756,1706,85
5757,1706,20
5758,1707,15
5759,1707,85
5760,1707,32
5761,1708,15
5762,1708,85
5763,1708,18
5764,1709,15
5765,1709,76
5766,1709,25
5767,1710,15
5768,1710,76
5769,1710,20
5770,1711,15
5771,1711,76
5772,1711,32
5773,1712,15
5774,1712,76
5775,1712,18
5776,1713,15
5777,1713,79
5778,1713,25
5779,1713,49
5780,1714,15
5781,1714,79
5782,1714,32
5783,1714,49
5784,1715,15
5785,1715,79
5786,1715,27
5787,1715,41
5788,1716,15
5789,1716,79
5790,1716,18
5791,1716,41
5792,1717,15
5793,1717,85
5794,1717,25
5795,1717,50
5796,1718,15
5797,1718,85
5798,1718,32
5799,1718,45
5800,1719,15
5801,1719,85
5802,1719,27
5803,1719,45
5804,1720,15
5805,1720,85
5806,1720,18
5807,1720,49
5808,1721,15
5809,1721,84
5810,1721,25
5811,1721,42
5812,1722,15
5813,1722,84
5814,1722,32
5815,1722,50
5816,1723,15
5817,1723,84
5818,1723,27
5819,1723,41
5820,1724,15
5821,1724,84
5822,1724,18
5823,1724,42
5824,1725,15
5825,1725,81
5826,1725,25
5827,1725,45
5828,1726,15
5829,1726,81
5830,1726,32
5831,1726,41
5832,1727,15
5833,1727,81
5834,1727,27
5835,1727,50
5836,1728,15
5837,1728,81
5838,1728,18
5839,1728,45
5840,1729,15
5841,1729,76
5842,1729,20
5843,1730,15
5844,1730,76
5845,1730,19
5846,1731,15
5847,1731,76
5848,1731,28
5849,1732,15
5850,1732,76
5851,1732,26
5852,1733,15
5853,1733,84
5854,1733,20
5855,1734,15
5856,1734,84
5857,1734,19
5858,1735,15
5859,1735,84
5860,1735,28
5861,1736,15
5862,1736,84
5863,1736,26
5864,1737,15
5865,1737,81
5866,1737,20
5867,1738,15
5868,1738,81
5869,1738,19
5870,1739,15
5871,1739,81
5872,1739,28
5873,1740,15
5874,1740,81
5875,1740,26
5876,1741,15
5877,1741,85
5878,1741,20
5879,1742,15
5880,1742,85
5881,1742,19
5882,1743,15
5883,1743,85
5884,1743,28
5885,1744,15
5886,1744,85
5887,1744,26
5888,1745,15
5889,1745,75
5890,1745,24
5891,1746,15
5892,1746,75
5893,1746,32
5894,1747,15
5895,1747,75
5896,1747,20
5897,1748,15
5898,1748,71
5899,1748,24
5900,1749,15
5901,1749,71
5902,1749,32
5903,1750,15
5904,1750,71
5905,1750,20
5906,1751,15
5907,1751,72
5908,1751,24
5909,1752,15
5910,1752,72
5911,1752,32
5912,1753,15
5913,1753,72
5914,1753,20
5915,1754,15
5916,1754,61
5917,1754,20
5918,1755,15
5919,1755,61
5920,1755,24
5921,1756,15
5922,1756,72
5923,1756,20
5924,1757,15
5925,1757,72
5926,1757,24
5927,1758,15
5928,1758,75
5929,1758,20
5930,1759,15
5931,1759,75
5932,1759,24
5933,1760,15
5934,1760,62
5935,1760,20
5936,1761,15
5937,1761,62
5938,1761,24
5939,1762,15
5940,1762,81
5941,1762,25
5942,1763,15
5943,1763,81
5944,1763,27
5945,1764,15
5946,1764,81
5947,1764,26
5948,1765,15
5949,1765,81
5950,1765,32
5951,1766,15
5952,1766,84
5953,1766,25
5954,1767,15
5955,1767,84
5956,1767,27
5957,1768,15
5958,1768,84
5959,1768,26
5960,1769,15
5961,1769,84
5962,1769,32
5963,1770,15
5964,1770,79
5965,1770,25
5966,1771,15
5967,1771,79
5968,1771,27
5969,1772,15
5970,1772,79
5971,1772,26
5972,1773,15
5973,1773,79
5974,1773,32
5975,1774,15
5976,1774,71
5977,1774,20
5978,1775,15
5979,1775,71
5980,1775,32
5981,1776,15
5982,1776,69
5983,1776,20
5984,1777,15
5985,1777,69
5986,1777,32
5987,1778,15
5988,1778,72
5989,1778,20
5990,1779,15
5991,1779,72
5992,1779,32
5993,1780,15
5994,1780,61
5995,1780,20
5996,1781,15
5997,1781,61
5998,1781,32
5999,1782,15
6000,1782,84
6001,1782,26
6002,1783,15
6003,1783,84
6004,1783,20
6005,1784,15
6006,1784,76
6007,1784,26
6008,1785,15
6009,1785,76
6010,1785,20
6011,1786,15
6012,1786,79
6013,1786,26
6014,1787,15
6015,1787,79
6016,1787,20
6017,1788,15
6018,1788,85
6019,1788,26
6020,1789,15
6021,1789,85
6022,1789,20
6023,1790,15
6024,1790,85
6025,1790,26
6026,1791,15
6027,1791,85
6028,1791,25
6029,1792,15
6030,1792,85
6031,1792,32
6032,1793,15
6033,1793,85
6034,1793,20
6035,1794,15
6036,1794,81
6037,1794,26
6038,1795,15
6039,1795,81
6040,1795,25
6041,1796,15
6042,1796,81
6043,1796,32
6044,1797,15
6045,1797,81
6046,1797,20
6047,1798,15
6048,1798,76
6049,1798,26
6050,1799,15
6051,1799,76
6052,1799,25
6053,1800,15
6054,1800,76
6055,1800,32
6056,1801,15
