ProductID,Category,BaseKey,BaseName,VariantDim1Name,VariantDim1Value,VariantDim2Name,VariantDim2Value
1076,TECH,TECH_BASE_000202,Laptop 0202,ScreenSize,15-inch,Color,Space Gray
1077,TECH,TECH_BASE_000202,Laptop 0202,ScreenSize,15-inch,Color,Black
1078,TECH,TECH_BASE_000202,Laptop 0202,ScreenSize,16-inch,Color,Space Gray
1079,TECH,TECH_BASE_000202,Laptop 0202,ScreenSize,16-inch,Color,Black
1080,TECH,TECH_BASE_000203,4K Television 0203,TVSize,43-inch,Color,Silver
1081,TECH,TECH_BASE_000203,4K Television 0203,TVSize,65-inch,Color,Silver
1082,TECH,TECH_BASE_000203,4K Television 0203,TVSize,50-inch,Color,Silver
1083,TECH,TECH_BASE_000203,4K Television 0203,TVSize,55-inch,Color,Silver
1084,TECH,TECH_BASE_000204,4K Television 0204,TVSize,50-inch,Color,Black
1085,TECH,TECH_BASE_000204,4K Television 0204,TVSize,50-inch,Color,Silver
1086,TECH,TECH_BASE_000204,4K Television 0204,TVSize,43-inch,Color,Black
1087,TECH,TECH_BASE_000204,4K Television 0204,TVSize,43-inch,Color,Silver
1088,TECH,TECH_BASE_000204,4K Television 0204,TVSize,65-inch,Color,Black
1089,TECH,TECH_BASE_000204,4K Television 0204,TVSize,65-inch,Color,Silver
1090,TECH,TECH_BASE_000204,4K Television 0204,TVSize,55-inch,Color,Black
1091,TECH,TECH_BASE_000204,4K Television 0204,TVSize,55-inch,Color,Silver
1092,TECH,TECH_BASE_000205,Wireless Headphones 0205,Color,Space Gray,Connectivity,Bluetooth
1093,TECH,TECH_BASE_000205,Wireless Headphones 0205,Color,Space Gray,Connectivity,Bluetooth+Wired
1094,TECH,TECH_BASE_000205,Wireless Headphones 0205,Color,Red,Connectivity,Bluetooth
1095,TECH,TECH_BASE_000205,Wireless Headphones 0205,Color,Red,Connectivity,Bluetooth+Wired
1096,TECH,TECH_BASE_000205,Wireless Headphones 0205,Color,Black,Connectivity,Bluetooth
1097,TECH,TECH_BASE_000205,Wireless Headphones 0205,Color,Black,Connectivity,Bluetooth+Wired
1098,TECH,TECH_BASE_000205,Wireless Headphones 0205,Color,Silver,Connectivity,Bluetooth
1099,TECH,TECH_BASE_000205,Wireless Headphones 0205,Color,Silver,Connectivity,Bluetooth+Wired
1100,TECH,TECH_BASE_000206,Laptop 0206,ScreenSize,13-inch,Color,Space Gray
1101,TECH,TECH_BASE_000206,Laptop 0206,ScreenSize,15-inch,Color,Space Gray
1102,TECH,TECH_BASE_000206,Laptop 0206,ScreenSize,14-inch,Color,Space Gray
1103,TECH,TECH_BASE_000207,Smartphone 0207,Color,Red,Storage,512GB
1104,TECH,TECH_BASE_000207,Smartphone 0207,Color,Red,Storage,256GB
1105,TECH,TECH_BASE_000207,Smartphone 0207,Color,White,Storage,512GB
1106,TECH,TECH_BASE_000207,Smartphone 0207,Color,White,Storage,256GB
1107,TECH,TECH_BASE_000208,Wireless Headphones 0208,Color,White,Connectivity,Bluetooth+Wired
1108,TECH,TECH_BASE_000208,Wireless Headphones 0208,Color,Black,Connectivity,Bluetooth+Wired
1109,TECH,TECH_BASE_000209,Smartphone 0209,Color,Blue,Storage,256GB
1110,TECH,TECH_BASE_000209,Smartphone 0209,Color,Blue,Storage,512GB
1111,TECH,TECH_BASE_000209,Smartphone 0209,Color,Blue,Storage,64GB
1112,TECH,TECH_BASE_000209,Smartphone 0209,Color,Silver,Storage,256GB
1113,TECH,TECH_BASE_000209,Smartphone 0209,Color,Silver,Storage,512GB
1114,TECH,TECH_BASE_000209,Smartphone 0209,Color,Silver,Storage,64GB
1115,TECH,TECH_BASE_000210,Smartphone 0210,Color,Red,Storage,128GB
1116,TECH,TECH_BASE_000210,Smartphone 0210,Color,White,Storage,128GB
1117,TECH,TECH_BASE_000210,Smartphone 0210,Color,Black,Storage,128GB
1118,TECH,TECH_BASE_000210,Smartphone 0210,Color,Blue,Storage,128GB
1119,TECH,TECH_BASE_000211,Smartphone 0211,Color,Silver,Storage,128GB
1120,TECH,TECH_BASE_000211,Smartphone 0211,Color,Blue,Storage,128GB
1121,TECH,TECH_BASE_000212,Smartwatch 0212,Color,Red,Band,Silicone
1122,TECH,TECH_BASE_000212,Smartwatch 0212,Color,Silver,Band,Silicone
1123,TECH,TECH_BASE_000212,Smartwatch 0212,Color,Black,Band,Silicone
1124,TECH,TECH_BASE_000212,Smartwatch 0212,Color,Space Gray,Band,Silicone
1125,TECH,TECH_BASE_000213,Smartwatch 0213,Color,Space Gray,Band,Silicone
1126,TECH,TECH_BASE_000213,Smartwatch 0213,Color,Space Gray,Band,Leather
1127,TECH,TECH_BASE_000213,Smartwatch 0213,Color,Red,Band,Silicone
1128,TECH,TECH_BASE_000213,Smartwatch 0213,Color,Red,Band,Leather
1129,TECH,TECH_BASE_000213,Smartwatch 0213,Color,White,Band,Silicone
1130,TECH,TECH_BASE_000213,Smartwatch 0213,Color,White,Band,Leather
1131,TECH,TECH_BASE_000213,Smartwatch 0213,Color,Silver,Band,Silicone
1132,TECH,TECH_BASE_000213,Smartwatch 0213,Color,Silver,Band,Leather
1133,TECH,TECH_BASE_000214,4K Television 0214,TVSize,65-inch,Color,Silver
1134,TECH,TECH_BASE_000214,4K Television 0214,TVSize,55-inch,Color,Silver
1135,TECH,TECH_BASE_000214,4K Television 0214,TVSize,43-inch,Color,Silver
1136,TECH,TECH_BASE_000215,Smartwatch 0215,Color,Silver,Band,Leather
1137,TECH,TECH_BASE_000215,Smartwatch 0215,Color,Silver,Band,Silicone
1138,TECH,TECH_BASE_000215,Smartwatch 0215,Color,White,Band,Leather
1139,TECH,TECH_BASE_000215,Smartwatch 0215,Color,White,Band,Silicone
1140,TECH,TECH_BASE_000215,Smartwatch 0215,Color,Blue,Band,Leather
1141,TECH,TECH_BASE_000215,Smartwatch 0215,Color,Blue,Band,Silicone
1142,TECH,TECH_BASE_000215,Smartwatch 0215,Color,Red,Band,Leather
1143,TECH,TECH_BASE_000215,Smartwatch 0215,Color,Red,Band,Silicone
1144,TECH,TECH_BASE_000216,Laptop 0216,ScreenSize,15-inch,Color,Space Gray
1145,TECH,TECH_BASE_000216,Laptop 0216,ScreenSize,15-inch,Color,Silver
1146,TECH,TECH_BASE_000216,Laptop 0216,ScreenSize,16-inch,Color,Space Gray
1147,TECH,TECH_BASE_000216,Laptop 0216,ScreenSize,16-inch,Color,Silver
1148,TECH,TECH_BASE_000216,Laptop 0216,ScreenSize,14-inch,Color,Space Gray
1149,TECH,TECH_BASE_000216,Laptop 0216,ScreenSize,14-inch,Color,Silver
1150,TECH,TECH_BASE_000216,Laptop 0216,ScreenSize,13-inch,Color,Space Gray
1151,TECH,TECH_BASE_000216,Laptop 0216,ScreenSize,13-inch,Color,Silver
1152,TECH,TECH_BASE_000217,4K Television 0217,TVSize,43-inch,Color,Silver
1153,TECH,TECH_BASE_000217,4K Television 0217,TVSize,50-inch,Color,Silver
1154,TECH,TECH_BASE_000218,Smartwatch 0218,Color,Silver,Band,Silicone
1155,TECH,TECH_BASE_000218,Smartwatch 0218,Color,Silver,Band,Leather
1156,TECH,TECH_BASE_000218,Smartwatch 0218,Color,Blue,Band,Silicone
1157,TECH,TECH_BASE_000218,Smartwatch 0218,Color,Blue,Band,Leather
1158,TECH,TECH_BASE_000218,Smartwatch 0218,Color,Black,Band,Silicone
1159,TECH,TECH_BASE_000218,Smartwatch 0218,Color,Black,Band,Leather
1160,TECH,TECH_BASE_000218,Smartwatch 0218,Color,Red,Band,Silicone
1161,TECH,TECH_BASE_000218,Smartwatch 0218,Color,Red,Band,Leather
1162,TECH,TECH_BASE_000219,Smartwatch 0219,Color,Black,Band,Leather
1163,TECH,TECH_BASE_000219,Smartwatch 0219,Color,Red,Band,Leather
1164,TECH,TECH_BASE_000219,Smartwatch 0219,Color,White,Band,Leather
1165,TECH,TECH_BASE_000219,Smartwatch 0219,Color,Blue,Band,Leather
1166,TECH,TECH_BASE_000220,Smartphone 0220,Color,Black,Storage,64GB
1167,TECH,TECH_BASE_000220,Smartphone 0220,Color,Black,Storage,512GB
1168,TECH,TECH_BASE_000220,Smartphone 0220,Color,Black,Storage,128GB
1169,TECH,TECH_BASE_000220,Smartphone 0220,Color,Silver,Storage,64GB
1170,TECH,TECH_BASE_000220,Smartphone 0220,Color,Silver,Storage,512GB
1171,TECH,TECH_BASE_000220,Smartphone 0220,Color,Silver,Storage,128GB
1172,TECH,TECH_BASE_000220,Smartphone 0220,Color,Red,Storage,64GB
1173,TECH,TECH_BASE_000220,Smartphone 0220,Color,Red,Storage,512GB
1174,TECH,TECH_BASE_000220,Smartphone 0220,Color,Red,Storage,128GB
1175,TECH,TECH_BASE_000220,Smartphone 0220,Color,Blue,Storage,64GB
1176,TECH,TECH_BASE_000220,Smartphone 0220,Color,Blue,Storage,512GB
1177,TECH,TECH_BASE_000220,Smartphone 0220,Color,Blue,Storage,128GB
1178,TECH,TECH_BASE_000221,Smartphone 0221,Color,Black,Storage,512GB
1179,TECH,TECH_BASE_000221,Smartphone 0221,Color,Silver,Storage,512GB
1180,TECH,TECH_BASE_000222,Laptop 0222,ScreenSize,15-inch,Color,Silver
1181,TECH,TECH_BASE_000222,Laptop 0222,ScreenSize,13-inch,Color,Silver
1182,TECH,TECH_BASE_000222,Laptop 0222,ScreenSize,14-inch,Color,Silver
1183,TECH,TECH_BASE_000222,Laptop 0222,ScreenSize,16-inch,Color,Silver
1184,TECH,TECH_BASE_000223,Smartwatch 0223,Color,Blue,Band,Silicone
1185,TECH,TECH_BASE_000223,Smartwatch 0223,Color,Red,Band,Silicone
1186,TECH,TECH_BASE_000224,Laptop 0224,ScreenSize,15-inch,Color,Space Gray
1187,TECH,TECH_BASE_000224,Laptop 0224,ScreenSize,15-inch,Color,Silver
1188,TECH,TECH_BASE_000224,Laptop 0224,ScreenSize,15-inch,Color,Black
1189,TECH,TECH_BASE_000224,Laptop 0224,ScreenSize,13-inch,Color,Space Gray
1190,TECH,TECH_BASE_000224,Laptop 0224,ScreenSize,13-inch,Color,Silver
1191,TECH,TECH_BASE_000224,Laptop 0224,ScreenSize,13-inch,Color,Black
1192,TECH,TECH_BASE_000224,Laptop 0224,ScreenSize,14-inch,Color,Space Gray
1193,TECH,TECH_BASE_000224,Laptop 0224,ScreenSize,14-inch,Color,Silver
1194,TECH,TECH_BASE_000224,Laptop 0224,ScreenSize,14-inch,Color,Black
1195,TECH,TECH_BASE_000224,Laptop 0224,ScreenSize,16-inch,Color,Space Gray
1196,TECH,TECH_BASE_000224,Laptop 0224,ScreenSize,16-inch,Color,Silver
1197,TECH,TECH_BASE_000224,Laptop 0224,ScreenSize,16-inch,Color,Black
1198,TECH,TECH_BASE_000225,Laptop 0225,ScreenSize,15-inch,Color,Black
1199,TECH,TECH_BASE_000225,Laptop 0225,ScreenSize,15-inch,Color,Space Gray
1200,TECH,TECH_BASE_000225,Laptop 0225,ScreenSize,15-inch,Color,Silver
1201,TECH,TECH_BASE_000225,Laptop 0225,ScreenSize,13-inch,Color,Black
1202,TECH,TECH_BASE_000225,Laptop 0225,ScreenSize,13-inch,Color,Space Gray
1203,TECH,TECH_BASE_000225,Laptop 0225,ScreenSize,13-inch,Color,Silver
1204,TECH,TECH_BASE_000226,Smartwatch 0226,Color,White,Band,Leather
1205,TECH,TECH_BASE_000226,Smartwatch 0226,Color,Space Gray,Band,Leather
1206,TECH,TECH_BASE_000227,Laptop 0227,ScreenSize,13-inch,Color,Space Gray
1207,TECH,TECH_BASE_000227,Laptop 0227,ScreenSize,13-inch,Color,Silver
1208,TECH,TECH_BASE_000227,Laptop 0227,ScreenSize,16-inch,Color,Space Gray
1209,TECH,TECH_BASE_000227,Laptop 0227,ScreenSize,16-inch,Color,Silver
1210,TECH,TECH_BASE_000228,Laptop 0228,ScreenSize,15-inch,Color,Black
1211,TECH,TECH_BASE_000228,Laptop 0228,ScreenSize,15-inch,Color,Silver
1212,TECH,TECH_BASE_000228,Laptop 0228,ScreenSize,13-inch,Color,Black
1213,TECH,TECH_BASE_000228,Laptop 0228,ScreenSize,13-inch,Color,Silver
1214,TECH,TECH_BASE_000228,Laptop 0228,ScreenSize,14-inch,Color,Black
1215,TECH,TECH_BASE_000228,Laptop 0228,ScreenSize,14-inch,Color,Silver
1216,TECH,TECH_BASE_000228,Laptop 0228,ScreenSize,16-inch,Color,Black
1217,TECH,TECH_BASE_000228,Laptop 0228,ScreenSize,16-inch,Color,Silver
1218,TECH,TECH_BASE_000229,Wireless Headphones 0229,Color,White,Connectivity,Bluetooth
1219,TECH,TECH_BASE_000229,Wireless Headphones 0229,Color,Silver,Connectivity,Bluetooth
1220,TECH,TECH_BASE_000229,Wireless Headphones 0229,Color,Space Gray,Connectivity,Bluetooth
1221,TECH,TECH_BASE_000230,Laptop 0230,ScreenSize,16-inch,Color,Silver
1222,TECH,TECH_BASE_000230,Laptop 0230,ScreenSize,14-inch,Color,Silver
1223,TECH,TECH_BASE_000230,Laptop 0230,ScreenSize,15-inch,Color,Silver
1224,TECH,TECH_BASE_000230,Laptop 0230,ScreenSize,13-inch,Color,Silver
1225,TECH,TECH_BASE_000231,Smartwatch 0231,Color,Black,Band,Silicone
1226,TECH,TECH_BASE_000231,Smartwatch 0231,Color,Red,Band,Silicone
1227,TECH,TECH_BASE_000232,Smartwatch 0232,Color,Silver,Band,Silicone
1228,TECH,TECH_BASE_000232,Smartwatch 0232,Color,Silver,Band,Leather
1229,TECH,TECH_BASE_000232,Smartwatch 0232,Color,Black,Band,Silicone
1230,TECH,TECH_BASE_000232,Smartwatch 0232,Color,Black,Band,Leather
1231,TECH,TECH_BASE_000232,Smartwatch 0232,Color,Blue,Band,Silicone
1232,TECH,TECH_BASE_000232,Smartwatch 0232,Color,Blue,Band,Leather
1233,TECH,TECH_BASE_000232,Smartwatch 0232,Color,Red,Band,Silicone
1234,TECH,TECH_BASE_000232,Smartwatch 0232,Color,Red,Band,Leather
1235,TECH,TECH_BASE_000233,Wireless Headphones 0233,Color,Silver,Connectivity,Bluetooth
1236,TECH,TECH_BASE_000233,Wireless Headphones 0233,Color,Space Gray,Connectivity,Bluetooth
1237,TECH,TECH_BASE_000234,Laptop 0234,ScreenSize,15-inch,Color,Space Gray
1238,TECH,TECH_BASE_000234,Laptop 0234,ScreenSize,15-inch,Color,Silver
1239,TECH,TECH_BASE_000234,Laptop 0234,ScreenSize,15-inch,Color,Black
1240,TECH,TECH_BASE_000234,Laptop 0234,ScreenSize,16-inch,Color,Space Gray
1241,TECH,TECH_BASE_000234,Laptop 0234,ScreenSize,16-inch,Color,Silver
1242,TECH,TECH_BASE_000234,Laptop 0234,ScreenSize,16-inch,Color,Black
1243,TECH,TECH_BASE_000235,Laptop 0235,ScreenSize,13-inch,Color,Silver
1244,TECH,TECH_BASE_000235,Laptop 0235,ScreenSize,13-inch,Color,Space Gray
1245,TECH,TECH_BASE_000235,Laptop 0235,ScreenSize,13-inch,Color,Black
1246,TECH,TECH_BASE_000235,Laptop 0235,ScreenSize,16-inch,Color,Silver
1247,TECH,TECH_BASE_000235,Laptop 0235,ScreenSize,16-inch,Color,Space Gray
1248,TECH,TECH_BASE_000235,Laptop 0235,ScreenSize,16-inch,Color,Black
1249,TECH,TECH_BASE_000236,Wireless Headphones 0236,Color,Space Gray,Connectivity,Bluetooth
1250,TECH,TECH_BASE_000236,Wireless Headphones 0236,Color,Red,Connectivity,Bluetooth
1251,TECH,TECH_BASE_000236,Wireless Headphones 0236,Color,Blue,Connectivity,Bluetooth
1252,TECH,TECH_BASE_000237,4K Television 0237,TVSize,50-inch,Color,Black
1253,TECH,TECH_BASE_000237,4K Television 0237,TVSize,50-inch,Color,Silver
1254,TECH,TECH_BASE_000237,4K Television 0237,TVSize,65-inch,Color,Black
1255,TECH,TECH_BASE_000237,4K Television 0237,TVSize,65-inch,Color,Silver
1256,TECH,TECH_BASE_000237,4K Television 0237,TVSize,55-inch,Color,Black
1257,TECH,TECH_BASE_000237,4K Television 0237,TVSize,55-inch,Color,Silver
1258,TECH,TECH_BASE_000237,4K Television 0237,TVSize,43-inch,Color,Black
1259,TECH,TECH_BASE_000237,4K Television 0237,TVSize,43-inch,Color,Silver
1260,TECH,TECH_BASE_000238,Smartphone 0238,Color,White,Storage,64GB
1261,TECH,TECH_BASE_000238,Smartphone 0238,Color,White,Storage,128GB
1262,TECH,TECH_BASE_000238,Smartphone 0238,Color,Silver,Storage,64GB
1263,TECH,TECH_BASE_000238,Smartphone 0238,Color,Silver,Storage,128GB
1264,TECH,TECH_BASE_000238,Smartphone 0238,Color,Space Gray,Storage,64GB
1265,TECH,TECH_BASE_000238,Smartphone 0238,Color,Space Gray,Storage,128GB
1266,TECH,TECH_BASE_000238,Smartphone 0238,Color,Blue,Storage,64GB
1267,TECH,TECH_BASE_000238,Smartphone 0238,Color,Blue,Storage,128GB
1268,TECH,TECH_BASE_000239,Wireless Headphones 0239,Color,Red,Connectivity,Bluetooth
1269,TECH,TECH_BASE_000239,Wireless Headphones 0239,Color,Silver,Connectivity,Bluetooth
1270,TECH,TECH_BASE_000239,Wireless Headphones 0239,Color,Space Gray,Connectivity,Bluetooth
1271,TECH,TECH_BASE_000239,Wireless Headphones 0239,Color,Black,Connectivity,Bluetooth
1272,TECH,TECH_BASE_000240,Smartwatch 0240,Color,Black,Band,Silicone
1273,TECH,TECH_BASE_000240,Smartwatch 0240,Color,White,Band,Silicone
1274,TECH,TECH_BASE_000241,Smartwatch 0241,Color,Silver,Band,Silicone
1275,TECH,TECH_BASE_000241,Smartwatch 0241,Color,Silver,Band,Leather
1276,TECH,TECH_BASE_000241,Smartwatch 0241,Color,Black,Band,Silicone
1277,TECH,TECH_BASE_000241,Smartwatch 0241,Color,Black,Band,Leather
1278,TECH,TECH_BASE_000242,Laptop 0242,ScreenSize,16-inch,Color,Black
1279,TECH,TECH_BASE_000242,Laptop 0242,ScreenSize,16-inch,Color,Space Gray
1280,TECH,TECH_BASE_000242,Laptop 0242,ScreenSize,16-inch,Color,Silver
1281,TECH,TECH_BASE_000242,Laptop 0242,ScreenSize,15-inch,Color,Black
1282,TECH,TECH_BASE_000242,Laptop 0242,ScreenSize,15-inch,Color,Space Gray
1283,TECH,TECH_BASE_000242,Laptop 0242,ScreenSize,15-inch,Color,Silver
1284,TECH,TECH_BASE_000242,Laptop 0242,ScreenSize,14-inch,Color,Black
1285,TECH,TECH_BASE_000242,Laptop 0242,ScreenSize,14-inch,Color,Space Gray
1286,TECH,TECH_BASE_000242,Laptop 0242,ScreenSize,14-inch,Color,Silver
1287,TECH,TECH_BASE_000243,Smartwatch 0243,Color,White,Band,Silicone
1288,TECH,TECH_BASE_000243,Smartwatch 0243,Color,Silver,Band,Silicone
1289,TECH,TECH_BASE_000243,Smartwatch 0243,Color,Black,Band,Silicone
1290,TECH,TECH_BASE_000244,4K Television 0244,TVSize,50-inch,Color,Black
1291,TECH,TECH_BASE_000244,4K Television 0244,TVSize,43-inch,Color,Black
1292,TECH,TECH_BASE_000244,4K Television 0244,TVSize,65-inch,Color,Black
1293,TECH,TECH_BASE_000244,4K Television 0244,TVSize,55-inch,Color,Black
1294,TECH,TECH_BASE_000245,Smartwatch 0245,Color,Black,Band,Silicone
1295,TECH,TECH_BASE_000245,Smartwatch 0245,Color,Red,Band,Silicone
1296,TECH,TECH_BASE_000245,Smartwatch 0245,Color,White,Band,Silicone
1297,TECH,TECH_BASE_000246,4K Television 0246,TVSize,43-inch,Color,Black
1298,TECH,TECH_BASE_000246,4K Television 0246,TVSize,43-inch,Color,Silver
1299,TECH,TECH_BASE_000246,4K Television 0246,TVSize,50-inch,Color,Black
1300,TECH,TECH_BASE_000246,4K Television 0246,TVSize,50-inch,Color,Silver
1301,TECH,TECH_BASE_000246,4K Television 0246,TVSize,65-inch,Color,Black
1302,TECH,TECH_BASE_000246,4K Television 0246,TVSize,65-inch,Color,Silver
1303,TECH,TECH_BASE_000247,4K Television 0247,TVSize,55-inch,Color,Silver
1304,TECH,TECH_BASE_000247,4K Television 0247,TVSize,50-inch,Color,Silver
1305,TECH,TECH_BASE_000247,4K Television 0247,TVSize,65-inch,Color,Silver
1306,TECH,TECH_BASE_000247,4K Television 0247,TVSize,43-inch,Color,Silver
1307,TECH,TECH_BASE_000248,Laptop 0248,ScreenSize,13-inch,Color,Space Gray
1308,TECH,TECH_BASE_000248,Laptop 0248,ScreenSize,13-inch,Color,Silver
1309,TECH,TECH_BASE_000248,Laptop 0248,ScreenSize,13-inch,Color,Black
1310,TECH,TECH_BASE_000248,Laptop 0248,ScreenSize,15-inch,Color,Space Gray
1311,TECH,TECH_BASE_000248,Laptop 0248,ScreenSize,15-inch,Color,Silver
1312,TECH,TECH_BASE_000248,Laptop 0248,ScreenSize,15-inch,Color,Black
1313,TECH,TECH_BASE_000248,Laptop 0248,ScreenSize,16-inch,Color,Space Gray
1314,TECH,TECH_BASE_000248,Laptop 0248,ScreenSize,16-inch,Color,Silver
1315,TECH,TECH_BASE_000248,Laptop 0248,ScreenSize,16-inch,Color,Black
1316,TECH,TECH_BASE_000248,Laptop 0248,ScreenSize,14-inch,Color,Space Gray
1317,TECH,TECH_BASE_000248,Laptop 0248,ScreenSize,14-inch,Color,Silver
1318,TECH,TECH_BASE_000248,Laptop 0248,ScreenSize,14-inch,Color,Black
1319,TECH,TECH_BASE_000249,Laptop 0249,ScreenSize,13-inch,Color,Silver
1320,TECH,TECH_BASE_000249,Laptop 0249,ScreenSize,13-inch,Color,Space Gray
1321,TECH,TECH_BASE_000249,Laptop 0249,ScreenSize,14-inch,Color,Silver
1322,TECH,TECH_BASE_000249,Laptop 0249,ScreenSize,14-inch,Color,Space Gray
1323,TECH,TECH_BASE_000249,Laptop 0249,ScreenSize,15-inch,Color,Silver
1324,TECH,TECH_BASE_000249,Laptop 0249,ScreenSize,15-inch,Color,Space Gray
1325,TECH,TECH_BASE_000250,4K Television 0250,TVSize,43-inch,Color,Black
1326,TECH,TECH_BASE_000250,4K Television 0250,TVSize,43-inch,Color,Silver
1327,TECH,TECH_BASE_000250,4K Television 0250,TVSize,65-inch,Color,Black
1328,TECH,TECH_BASE_000250,4K Television 0250,TVSize,65-inch,Color,Silver
1329,TECH,TECH_BASE_000251,Smartwatch 0251,Color,Space Gray,Band,Leather
1330,TECH,TECH_BASE_000251,Smartwatch 0251,Color,Space Gray,Band,Silicone
1331,TECH,TECH_BASE_000251,Smartwatch 0251,Color,Black,Band,Leather
1332,TECH,TECH_BASE_000251,Smartwatch 0251,Color,Black,Band,Silicone
1333,TECH,TECH_BASE_000252,Smartphone 0252,Color,Black,Storage,64GB
1334,TECH,TECH_BASE_000252,Smartphone 0252,Color,Blue,Storage,64GB
1335,TECH,TECH_BASE_000253,4K Television 0253,TVSize,65-inch,Color,Black
1336,TECH,TECH_BASE_000253,4K Television 0253,TVSize,43-inch,Color,Black
1337,TECH,TECH_BASE_000253,4K Television 0253,TVSize,50-inch,Color,Black
1338,TECH,TECH_BASE_000254,Laptop 0254,ScreenSize,14-inch,Color,Space Gray
1339,TECH,TECH_BASE_000254,Laptop 0254,ScreenSize,14-inch,Color,Silver
1340,TECH,TECH_BASE_000254,Laptop 0254,ScreenSize,16-inch,Color,Space Gray
1341,TECH,TECH_BASE_000254,Laptop 0254,ScreenSize,16-inch,Color,Silver
1342,TECH,TECH_BASE_000254,Laptop 0254,ScreenSize,15-inch,Color,Space Gray
1343,TECH,TECH_BASE_000254,Laptop 0254,ScreenSize,15-inch,Color,Silver
1344,TECH,TECH_BASE_000254,Laptop 0254,ScreenSize,13-inch,Color,Space Gray
1345,TECH,TECH_BASE_000254,Laptop 0254,ScreenSize,13-inch,Color,Silver
1346,TECH,TECH_BASE_000255,Laptop 0255,ScreenSize,16-inch,Color,Space Gray
1347,TECH,TECH_BASE_000255,Laptop 0255,ScreenSize,16-inch,Color,Black
1348,TECH,TECH_BASE_000255,Laptop 0255,ScreenSize,13-inch,Color,Space Gray
1349,TECH,TECH_BASE_000255,Laptop 0255,ScreenSize,13-inch,Color,Black
1350,TECH,TECH_BASE_000255,Laptop 0255,ScreenSize,15-inch,Color,Space Gray
1351,TECH,TECH_BASE_000255,Laptop 0255,ScreenSize,15-inch,Color,Black
1352,TECH,TECH_BASE_000255,Laptop 0255,ScreenSize,14-inch,Color,Space Gray
1353,TECH,TECH_BASE_000255,Laptop 0255,ScreenSize,14-inch,Color,Black
1354,TECH,TECH_BASE_000256,Laptop 0256,ScreenSize,16-inch,Color,Space Gray
1355,TECH,TECH_BASE_000256,Laptop 0256,ScreenSize,16-inch,Color,Black
1356,TECH,TECH_BASE_000256,Laptop 0256,ScreenSize,14-inch,Color,Space Gray
1357,TECH,TECH_BASE_000256,Laptop 0256,ScreenSize,14-inch,Color,Black
1358,TECH,TECH_BASE_000257,Laptop 0257,ScreenSize,13-inch,Color,Silver
1359,TECH,TECH_BASE_000257,Laptop 0257,ScreenSize,16-inch,Color,Silver
1360,TECH,TECH_BASE_000257,Laptop 0257,ScreenSize,15-inch,Color,Silver
1361,TECH,TECH_BASE_000258,Wireless Headphones 0258,Color,Blue,Connectivity,Bluetooth
1362,TECH,TECH_BASE_000258,Wireless Headphones 0258,Color,Blue,Connectivity,Bluetooth+Wired
1363,TECH,TECH_BASE_000258,Wireless Headphones 0258,Color,Black,Connectivity,Bluetooth
1364,TECH,TECH_BASE_000258,Wireless Headphones 0258,Color,Black,Connectivity,Bluetooth+Wired
1365,TECH,TECH_BASE_000259,4K Television 0259,TVSize,50-inch,Color,Black
1366,TECH,TECH_BASE_000259,4K Television 0259,TVSize,50-inch,Color,Silver
1367,TECH,TECH_BASE_000259,4K Television 0259,TVSize,65-inch,Color,Black
1368,TECH,TECH_BASE_000259,4K Television 0259,TVSize,65-inch,Color,Silver
1369,TECH,TECH_BASE_000259,4K Television 0259,TVSize,43-inch,Color,Black
1370,TECH,TECH_BASE_000259,4K Television 0259,TVSize,43-inch,Color,Silver
1371,TECH,TECH_BASE_000259,4K Television 0259,TVSize,55-inch,Color,Black
1372,TECH,TECH_BASE_000259,4K Television 0259,TVSize,55-inch,Color,Silver
1373,TECH,TECH_BASE_000260,Wireless Headphones 0260,Color,Black,Connectivity,Bluetooth+Wired
1374,TECH,TECH_BASE_000260,Wireless Headphones 0260,Color,Black,Connectivity,Bluetooth
1375,TECH,TECH_BASE_000260,Wireless Headphones 0260,Color,White,Connectivity,Bluetooth+Wired
1376,TECH,TECH_BASE_000260,Wireless Headphones 0260,Color,White,Connectivity,Bluetooth
1377,TECH,TECH_BASE_000260,Wireless Headphones 0260,Color,Blue,Connectivity,Bluetooth+Wired
1378,TECH,TECH_BASE_000260,Wireless Headphones 0260,Color,Blue,Connectivity,Bluetooth
1379,TECH,TECH_BASE_000261,4K Television 0261,TVSize,65-inch,Color,Black
1380,TECH,TECH_BASE_000261,4K Television 0261,TVSize,55-inch,Color,Black
1381,TECH,TECH_BASE_000262,Smartphone 0262,Color,White,Storage,256GB
1382,TECH,TECH_BASE_000262,Smartphone 0262,Color,White,Storage,64GB
1383,TECH,TECH_BASE_000262,Smartphone 0262,Color,White,Storage,512GB
1384,TECH,TECH_BASE_000262,Smartphone 0262,Color,Red,Storage,256GB
1385,TECH,TECH_BASE_000262,Smartphone 0262,Color,Red,Storage,64GB
1386,TECH,TECH_BASE_000262,Smartphone 0262,Color,Red,Storage,512GB
1387,TECH,TECH_BASE_000262,Smartphone 0262,Color,Space Gray,Storage,256GB
1388,TECH,TECH_BASE_000262,Smartphone 0262,Color,Space Gray,Storage,64GB
1389,TECH,TECH_BASE_000262,Smartphone 0262,Color,Space Gray,Storage,512GB
1390,TECH,TECH_BASE_000263,Wireless Headphones 0263,Color,Red,Connectivity,Bluetooth
